Country,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,GDP2010,POP2010
French Polynesia,45.45301,44.35143,46.11488,54.9182,54.46042,58.25102,62.67407,61.96561,66.2777,63.24254,62.85799,NA,,268
Guam,252.90137,270.62668,183.49669,210.04597,166.44888,185.50819,192.68595,173.11769,149.89386,91.46871,81.79928,99.36636,,159
Hawaiian Trade Zone,--,--,--,--,--,--,--,--,--,--,--,--
Hong Kong,120.99217,127.73746,136.86975,140.71958,155.6035,161.2105,158.43626,162.46756,155.11548,172.17993,178.12764,175.72574,228695747309,7050
India,13.24981,13.52218,13.13557,13.34928,14.26193,14.96965,15.91772,16.73623,17.45012,18.51247,18.68523,19.85471,1710908768959,1205625
Indonesia,18.02613,18.0471,18.48447,18.37493,19.56828,20.27017,21.95401,22.63323,22.85025,24.11887,24.87478,24.91562,709190822690,240676
Japan,176.80575,174.67783,173.65132,177.21972,182.0136,181.14342,179.05187,180.38656,171.31973,162.05478,170.66026,163.61724,5495379357484,127353
Kiribati,4.11765,4.05097,5.0855,5.00403,4.89911,5.78977,5.6977,6.01235,5.47911,8.85848,8.74114,8.21607,150431113,98
"Korea, North",37.71842,38.37178,36.72104,37.66618,38.28751,39.49331,39.43111,33.63901,36.8063,34.49639,33.67746,NA
"Korea, South",167.27139,171.71251,179.44696,183.85729,188.25103,194.39732,196.36818,203.85484,204.36597,205.55969,221.70176,228.91575
Laos,6.38815,6.30926,6.43601,5.95335,6.40578,6.59233,6.75273,7.13282,7.61742,7.40991,7.10353,NA
Macau,51.20354,54.48327,58.91771,60.47027,71.34274,60.27766,70.52471,71.80805,75.94149,59.17753,54.03777,NA
Malaysia,85.43143,88.79183,90.27795,91.17569,88.75118,88.16319,89.48015,96.59387,97.83981,100.04849,105.69469,NA,247533525517,28276
Maldives,22.1047,23.31287,41.90431,46.14163,31.43158,24.46954,32.62317,35.04498,34.03024,36.8126,36.87088,37.25302,2134104883,326
Mongolia,23.69956,24.09778,25.34,23.87038,25.14535,25.04245,28.24068,28.84856,30.12633,29.61104,30.04028,NA,6200357070,2713
Nauru,216.32053,216.27714,224.49106,224.2649,226.26771,230.3426,236.47075,252.33132,252.13116,257.48732,255.98691,236.63254,10
Nepal,2.3392,2.45198,2.27019,2.34211,2.36257,2.56012,2.46516,2.50912,2.49926,2.76508,2.91385,NA,16010389261,26846
New Caledonia,140.82632,135.65809,147.04144,148.58746,155.57499,151.15143,172.05778,171.35086,182.71208,170.76263,169.86365,NA,,246
New Zealand,217.26739,217.77335,218.99897,213.40846,218.71837,208.68249,210.55713,208.50923,204.22322,199.92208,201.63898,201.25975,143246762589,4368
Niue,21.72725,20.55356,20.45707,20.26677,20.06286,28.53073,35.91281,42.06731,31.23559,34.0753,34.0753,30.19613,1
Pakistan,12.11132,11.47541,11.31465,11.71779,11.8295,12.63648,13.83071,14.13994,13.88455,13.79778,13.8808,13.6701,177406854514,173149
Papua New Guinea,9.46911,9.27247,11.99687,13.35989,12.89576,12.79919,13.0173,12.84374,14.43606,9.72532,9.65966,NA,9480047958,6859
Philippines,14.03023,13.55056,13.50826,13.65549,13.69743,13.44385,13.06958,12.52706,12.52307,11.66969,12.18561,12.45041,199589447424,93444
Samoa,13.26346,13.95788,15.07428,14.50704,14.51639,15.12284,14.77105,14.92873,14.87695,14.99512,14.95858,NA,572160378,186
Singapore,375.71208,388.73186,374.22119,385.411,423.04274,442.22276,441.98718,468.76705,513.2406,574.62182,656.0072,590.35415,217200123752,5079
Solomon Islands,5.77419,5.63191,5.67367,5.52381,5.53241,5.93547,5.36432,5.82041,5.50922,4.98678,5.36081,5.37538,678625481,526
Sri Lanka,9.94561,9.67877,9.68823,10.17853,9.99544,10.91873,10.65793,10.84211,10.7334,10.72928,10.80506,NA,49567521669,20759
Taiwan,171.66567,172.62328,182.0919,188.82205,194.27951,195.13761,200.15353,201.30673,198.40546,194.94122,208.84502,NA
Thailand,41.54362,43.1606,46.64891,50.65562,53.95965,56.84951,57.29125,58.93065,60.27752,61.43488,65.19501,66.61726,318907930075,66402
Timor-Leste (East Timor),--,--,--,2.40131,2.57343,2.53317,2.53765,4.54032,4.61492,2.47273,2.4133,2.41948,934300000,1079
Tonga,18.66112,17.6354,15.67159,15.5738,16.67886,20.11667,23.66978,24.13631,24.10968,23.95063,23.87286,23.7649,369212477,104
U.S. Pacific Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
Vanuatu,6.16275,6.01825,6.30128,6.13993,6.14708,6.40883,6.07149,6.88458,6.08591,7.30061,7.13766,8.33535,700804045,236
Vietnam,9.2965,10.13774,11.0989,11.88591,12.77844,13.89668,15.31078,16.39175,18.67827,18.92786,20.82052,NA,115931749904
Wake Island,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
World,65.67958,65.21829,66.00822,67.37099,69.5028,70.93273,71.74767,72.8168,73.14767,71.84911,74.38607,NA,64081876752375
