Country,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,G2000,G2001,G2002,G2003,G2004,G2005,G2006,G2007,G2008,G2009,G2010
Botswana,0.05755,0.05139,0.05201,0.05007,0.05715,0.06134,0.06223,0.06069,0.06339,0.06514,0.0743,5788311645,5489646902,5438856515,7511538764,8957491784,9931223496,10126990487,10939028155,11113042238,10106837286,13746712705
Burkina Faso,0.01662,0.01662,0.01729,0.01803,0.01832,0.01877,0.01862,0.02082,0.02012,0.02564,0.02599,2610959139,2812845486,3205592273,4205691121,4838551014,5462709054,5844669738,6755823932,8350710389,8348156389,9209288383
Burundi,0.00658,0.00712,0.00727,0.00729,0.00667,0.00664,0.00644,0.00615,0.00406,0.00439,0.00468,870486065,876794723,825394484,784654423,915257323,1117254387,1273180655,1356078300,1611634286,1739781535,2026864414
Cameroon,0.08132,0.08165,0.07808,0.08387,0.08674,0.08577,0.09881,0.09902,0.10565,0.10857,0.12487,9287367568,9633109256,10879778327,13621809574,15775356736,16587921220,17953103008,20431779033,23735537026,22165009362,22493301699
Cape Verde,0.00318,0.00214,0.00228,0.00227,0.00433,0.00373,0.0042,0.00493,0.00507,0.00552,0.00552,604760392,624141912,679340246,891375823,1022562771,1090445839,1236876851,1513934037,1789332787,1711816592,1664310632
Central African Republic,0.00539,0.00549,0.00565,0.00567,0.00577,0.00565,0.00592,0.00633,0.00647,0.00609,0.00609,914500331,931833293,991387865,1139754771,1270080228,1350300947,1473721520,1698125679,1985370254,1981728179,1986014759
Chad,0.00278,0.00284,0.00293,0.00293,0.00272,0.00302,0.00325,0.00379,0.00362,0.00364,0.00364,1385058211,1709347776,1987622268,2736666450,4414929142,6646663021,7422102519,8638711756,10351933631,9253484289,10657705072
Comoros,0.00136,0.00141,0.00146,0.00147,0.00151,0.00161,0.00163,0.00204,0.00214,0.00214,0.00186,201899883,220115655,251162420,324470868,362420483,387036131,403179474,464948879,530131963,535199685,543376206
Congo (Brazzaville),0.01302,0.016,0.0154,0.01722,0.01848,0.02482,0.02843,0.03386,0.03906,0.04784,0.06727,,,,,,,,,,,
Congo (Kinshasa),0.09171,0.08267,0.07982,0.08113,0.09578,0.09882,0.1004,0.10656,0.10331,0.10511,0.11299,,,,,,,,,,,
Cote dIvoire (IvoryCoast),0.13277,0.10998,0.10706,0.10877,0.11505,0.11335,0.114,0.11957,0.13429,0.12995,0.12381,,,,,,,,,,,
Djibouti,0.02465,0.02502,0.02506,0.02559,0.0259,0.02565,0.02374,0.02319,0.01642,0.01667,0.01667,551230861,572417440,591122039,622044665,666072101,708633194,768873684,847918929,,,
Egypt,2.0052,2.22517,2.25765,2.43298,2.58248,2.68931,2.53821,2.70984,3.1936,3.20306,3.30724,99838540997,97632008050,87850680572,82923680621,78845185709,89685724889,107484034648,130477817194,162818181818,188984088127,218887812549
Equatorial Guinea,0.00433,0.00354,0.04942,0.05064,0.0059,0.05036,0.05045,0.0588,0.05765,0.06384,0.06934,1242848857,1736116148,2146760313,2952359369,5240842261,8217368425,7765111493,10304490483,15471010922,10356293894,12261420852
Eritrea,0.00888,0.01052,0.00977,0.01103,0.01037,0.01036,0.01035,0.00973,0.01108,0.00714,0.00701,706370812,752368494,729321364,870247701,1109054002,1098425899,1211161879,1317974493,1380188800,1856695550,2117039510
Ethiopia,0.06451,0.06956,0.0745,0.08134,0.08518,0.09097,0.10302,0.11177,0.13166,0.13029,0.13678,8098332674,8087434751,7713652567,8473013232,9954110936,12184372696,15013683854,18991907676,25608626476,28194270371,26311310604
Gabon,0.03684,0.0382,0.03796,0.03898,0.0393,0.03826,0.04223,0.04342,0.05311,0.04194,0.04543,5067865502,4712849279,4931503836,6054883172,7178135606,8665736617,9545982814,11570860872,15685389826,12031268402,14507032805
"Gambia, The",0.00365,0.00392,0.00401,0.00406,0.00408,0.00423,0.00453,0.00559,0.00583,0.00623,0.00677,782913866,687410628,578235309,487038678,578785600,624173996,655068112,798869805,965771303,900629372,951805801
Ghana,0.14286,0.1419,0.13071,0.12545,0.14495,0.14937,0.15015,0.13327,0.14904,0.17244,0.19467,4982849054,5314871683,6166197191,7632720680,8881419348,10731883141,20410239313,24757608488,28528016511,25978563316,32174210792
Guinea,0.02176,0.02345,0.02392,0.02207,0.02363,0.02358,0.02306,0.02344,0.02427,0.02445,0.02447,2995360969,2833442750,2949637039,3446442218,3666349049,2937072009,2821346683,4134173271,4515824643,4609923720,4735956475
Guinea-Bissau,0.00485,0.0049,0.00508,0.00521,0.00518,0.00538,0.00533,0.00551,0.00547,0.00557,0.00557,361858968,384270399,406669723,465414407,522651787,572853553,578517348,690721769,842890956,832530156,835390892
Kenya,0.14224,0.14413,0.14934,0.16118,0.16875,0.18298,0.20102,0.2022,0.18836,0.19759,0.21986,12705350153,12985991722,13147736954,14904504019,16095321630,18737895400,22504136042,27236739895,30465489796,30580367979,32198151217
Lesotho,0.00588,0.00598,0.00615,0.00635,0.00595,0.00662,0.00531,0.00566,0.00587,0.00552,0.00993,771200632,706430933,656802669,969181550,1234197704,1368405301,1428842600,1597484735,1630667593,1716836000,2203835214
Liberia,0.00616,0.00652,0.00705,0.00727,0.00735,0.00745,0.00858,0.00942,0.00844,0.00775,0.00753,529064646,514999999,536000000,409000000,466999999,541999999,604028581,739026892,850040458,1155146229,1292696475
Libya,0.62988,0.66709,0.69699,0.68428,0.75794,0.77201,0.73147,0.75824,0.73771,0.77865,0.83996,33896600870,28420321951,19842519685,24062500000,33384615384,44000000000,56484375000,71803278688,93167701863,62360446570,
Madagascar,0.03093,0.03335,0.03755,0.03941,0.04278,0.04156,0.04108,0.04182,0.04563,0.03285,0.03292,3877673634,4529575232,4397254714,5474030227,4363934416,5038577519,5515236338,7342905883,9394330368,8589560142,8837041787
Malawi,0.02275,0.02291,0.02391,0.0244,0.02697,0.02836,0.02907,0.02984,0.03121,0.02984,0.03061,1743506286,1716502069,2665158942,2424656666,2625127097,2754995876,3116789657,3647817218,4276769712,5030639934,5398616984
Mali,0.01023,0.01029,0.01102,0.0111,0.01144,0.0125,0.01163,0.01188,0.01243,0.01239,0.01256,2422482317,2629739067,3342824259,4362439886,4874178417,5305317554,6122644014,7145394015,8737687352,8964480570,9422267259
Mauritania,0.04976,0.04976,0.04748,0.04879,0.04151,0.04908,0.04206,0.03878,0.0438,0.02784,0.0279,1293653473,1295536829,1324424463,1563072653,1833445283,2184444848,3040718540,3356758533,3790240830,3027020111,3671380305
Mauritius,0.05334,0.05851,0.05433,0.0567,0.05767,0.06037,0.06368,0.06784,0.06984,0.06384,0.0668,4582562397,4536544699,4767303153,5609836353,6385691315,6283796155,6731536244,7792063566,9641077098,8834661042,9718331362
Morocco,0.44701,0.4813,0.48821,0.49124,0.4923,0.49773,0.51652,0.52846,0.59814,0.64331,0.67296,37020609824,37724674865,40416114690,49822651701,56948015336,59523857868,65637107776,75226318359,88882967741,90908402631,90770671431
Mozambique,0.10073,0.13093,0.13324,0.13221,0.14246,0.15798,0.17698,0.18214,0.16984,0.18321,0.18078,4310090791,4075049537,4201332885,4666197195,5697991241,6578515331,7095910827,8035635713,9891003404,9674037707,9274448731
Namibia,0.0415,0.04742,0.0503,0.05393,0.0569,0.05861,0.0626,0.06488,0.0726,0.06967,0.06538,3908598123,3546795054,3361241961,4931293712,6606970842,7261301442,7978676469,8811608766,8829927125,8859203056,11065912279
Niger,0.01511,0.0155,0.01645,0.01691,0.0182,0.01724,0.0169,0.01752,0.01325,0.01809,0.01834,1798374532,1945327545,2170481497,2731416281,3052898685,3405134555,3646727993,4291363546,5403364453,5397121962,5718589550
Nigeria,0.80941,0.91104,0.93475,0.97853,0.98351,1.08137,1.02946,0.98637,1.0381,0.67651,0.72951,46385996027,44138014092,59116868249,67655840108,87845403978,112248324602,145429802541,166451202370,208064724514,169481270114,229507890739
Reunion,0.04413,0.04593,0.04587,0.04595,0.04641,0.04728,0.0478,0.04898,0.05047,0.05208,0.05203,,,,,,,,,,,
Rwanda,0.01234,0.01233,0.01248,0.01278,0.01204,0.01248,0.01237,0.01108,0.0113,0.01213,0.01219,1734938190,1674685125,1677447003,1845979351,2089188920,2581286406,3111191405,3738146668,4711735377,5252677064,5624506157
Saint Helena,0.00031,0.00018,0.00018,0.00018,0.00013,0.00018,0.00016,0.00018,0.00014,0.00013,0.00013,,,,,,,,,,,
Sao Tome and Principe,0.00138,0.00132,0.00139,0.0014,0.00138,0.00141,0.00158,0.00194,0.00196,0.00196,0.00195,76709304,76460376,90713303,97994011,106764253,113808749,124184906,144259256,183464986,196473838,201037916
Senegal,0.06366,0.06364,0.06656,0.0685,0.07829,0.08372,0.0858,0.08716,0.06495,0.08611,0.08664,4679604921,4877602012,5333862343,6858952716,8031344239,8707015063,9358710763,11284603480,13386346542,12812994669,12932427724
Seychelles,0.0081,0.00835,0.01215,0.01185,0.01228,0.01209,0.016,0.01338,0.01472,0.01593,0.01342,614877971,618433500,698083344,703096502,839319935,919103261,1016419769,1033635773,967211974,847424851,969973774
Sierra Leone,0.01335,0.01366,0.01389,0.01421,0.01682,0.01674,0.01659,0.01786,0.02122,0.01985,0.02034,635874002,1079478387,1239004287,1371442565,1431208677,1627853086,1887429109,2157944721,2504381637,2454531383,2575466372
Somalia,0.00998,0.00998,0.00998,0.01009,0.00996,0.0101,0.01059,0.01194,0.01138,0.01125,0.01125,,,,,,,,,,,
South Africa,4.58373,4.64708,4.53578,4.87605,5.21505,5.12043,5.28755,5.41603,5.72952,5.62826,5.59303,132877640157,118478986832,111100858130,168219325183,219092936699,247051562311,261007039378,286171830700,273141750192,283985548070,363240728680
Sudan and South Sudan,0.10796,0.13557,0.13991,0.1539,0.1649,0.17682,0.19666,0.19178,0.2123,0.29356,0.30792,,,,,,,,,,,
Swaziland,0.01637,0.0165,0.0166,0.01529,0.01457,0.01435,0.01595,0.01813,0.01825,0.0174,0.01729,1524490159,1349326983,1224220675,1854020495,2420610578,2584077930,2947922182,3053823329,3019770679,3161320520,3691050502
Tanzania,0.0582,0.06861,0.07525,0.07626,0.08168,0.0904,0.09356,0.10957,0.11714,0.12382,0.12017,10185786170,10383560997,10805600068,11659129814,12825801916,14141916592,14331231238,16825547176,20715086118,21368165399,22915004297
Togo,0.02191,0.01588,0.02058,0.03206,0.03397,0.03354,0.03483,0.03759,0.04271,0.02184,0.02309,1294250279,1332328986,1474630199,1673690389,1937074537,2115154090,2202809210,2523462648,3159544508,3163000590,3172945282
Tunisia,0.30098,0.33625,0.33847,0.33078,0.33365,0.35827,0.33345,0.29423,0.3135,0.30028,0.30913,21473261837,22066031834,23141616604,27453084982,31183059012,32282960678,34377235161,38848711943,44736953169,43607568688,44377742070
Uganda,0.03282,0.03501,0.0365,0.03925,0.04059,0.04166,0.03901,0.04344,0.04429,0.05992,0.0625,6193246632,5840503702,6178563467,6336696288,7940362663,9013834490,9977209198,11916019462,14440417640,15803514642,17197111223
Western Sahara,0.0036,0.00366,0.00366,0.00366,0.00364,0.00412,0.00365,0.00383,0.00364,0.00365,0.00365,,,,,,,,,,,
Zambia,0.09924,0.10487,0.10799,0.11254,0.11469,0.12143,0.12701,0.12644,0.12723,0.12534,0.13719,3253551749,3653822711,3711284086,4341841413,5439176375,7178556336,10702200821,11541420981,14640792100,12805029521,16190196832
Zimbabwe,0.21215,0.19942,0.19982,0.19783,0.17606,0.19331,0.17486,0.17422,0.15068,0.15486,0.16368,6689957610,6777384732,6342116353,5727591778,5805598442,5755215232,5443896499,5291950101,4415702801,6133240671,7433314459
Asia & Oceania,110.69924,113.69411,119.59693,127.50517,137.70834,148.73139,157.61473,165.67443,171.98377,182.7097,193.6155,,,,,,,,,,,
Afghanistan,0.02384,0.01768,0.01823,0.01629,0.01612,0.01698,0.01854,0.0265,0.02967,0.09823,0.10445,,2461666314,4128818042,4583648921,5285461998,6275076015,7057597615,9843851008,10190534636,12486950468,15936784436
American Samoa,0.00784,0.00786,0.00799,0.00799,0.00795,0.00846,0.00861,0.00922,0.00856,0.00861,0.00417,,,,,,,,,,,
Australia,4.83335,5.00345,5.07292,5.1165,5.41692,5.64958,5.72146,5.9419,5.7874,5.76642,5.81146,415208189411,378642266824,394442235244,466663366336,613161189358,693662607126,747463312368,853854910889,1055506156996,926710311519,1141793593834
Bangladesh,0.50385,0.55256,0.584,0.63488,0.6751,0.71835,0.78022,0.81363,0.88801,0.96407,0.98901,47124925462,46987842846,47571130071,51913661485,56560744012,60277560975,61901116736,68415421372,79554350677,89359767441,100357022443
Bhutan,0.01725,0.01865,0.02075,0.02275,0.02039,0.02296,0.03515,0.04958,0.05312,0.05402,0.05681,439158233,476360697,537050133,622026106,702682018,818869145,897672085,1196090841,1257480560,1264686356,1585319109
Brunei,0.0649,0.07311,0.08476,0.09008,0.10042,0.11918,0.18266,0.18816,0.19556,0.12763,0.14779,6001153317,5601090584,5843329101,6557333067,7872333197,9531402829,11470703002,12247627894,14393099068,10732435033,12369708858
Burma (Myanmar),0.1675,0.16576,0.18845,0.2121,0.21775,0.28673,0.26736,0.28979,0.28615,0.24095,0.24075,,,,,,,,,,,
Cambodia,0.03411,0.0398,0.04281,0.04672,0.05206,0.05528,0.06078,0.06562,0.06871,0.06622,0.06118,3654031716,3979813387,4284028138,4658246906,5337833255,6293046162,7274424518,8639164917,10351829065,10401935531,11242266333
China,40.93559,42.58023,47.29373,52.96116,59.47403,67.91528,74.28128,79.37118,84.94611,94.37119,100.88144,1198474934198,1324806914358,1453827554714,1640958732775,1931644331142,2256902590825,2712950886698,3494055944791,4521827288303,4991256406734,5930529470799
Cook Islands,0.0008,0.0008,0.0008,0.0008,0.00089,0.00098,0.00103,0.00096,0.00101,0.00101,0.00101,,,,,,,,,,,
Fiji,0.02432,0.02626,0.03022,0.03655,0.03957,0.03893,0.04065,0.0405,0.04348,0.02431,0.02342,1684109743,1660102345,1842691481,2315935752,2727507212,3006725014,3103099942,3405050611,3629936625,2925499821,3225095136
French Polynesia,0.01072,0.01065,0.01126,0.01361,0.01366,0.01478,0.01609,0.0161,0.01742,0.01682,0.0169,3447543137,,,,,,,,,,
Guam,0.03928,0.04231,0.02882,0.0331,0.0263,0.02938,0.03058,0.02752,0.02386,0.01457,0.01304,,,,,,,,,,,
Hawaiian Trade Zone,--,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,
Hong Kong,0.80565,0.85755,0.92558,0.95826,1.06668,1.11214,1.09962,1.13409,1.0887,1.21474,1.26287,171668164082,169403241524,166349228737,161384522525,169099768875,181570082162,193536265094,211597405593,219279678430,214046415026,228695747309
India,13.33329,13.83718,13.66474,14.11354,15.31959,16.33149,17.63085,18.81378,19.90302,21.41704,21.9198,476609148198,493954333968,523968561871,618356467439,721585608172,834215013542,949116769688,1238700195724,1224095295076,1365372433271,1710908768959
Indonesia,3.87305,3.93491,4.08854,4.104,4.43032,4.64683,5.0977,5.32105,5.43696,5.80577,6.05509,165021012261,160446947638,195660611033,234772458818,256836883304,285868610016,364570525997,432216737774,510244548959,539579959052,709190822690
Japan,22.41466,22.20305,22.11821,22.60477,23.242,23.1348,22.86986,23.04962,21.89256,20.69509,21.77269,4731198760271,4159859918093,3980819536159,4302939184963,4655803055650,4571875737175,4356761451087,4356329296669,4849208099923,5035141567658,5495379357484
Kiribati,0.00035,0.00035,0.00045,0.00045,0.00045,0.00054,0.00054,0.00057,0.00053,0.00087,0.00087,67512714,63101272,72259045,90148518,102220914,106147384,104668674,123005089,135044455,127125253,150431113
"Korea, North",0.85941,0.88168,0.85064,0.87877,0.89887,0.93287,0.93706,0.80423,0.88522,0.8345,0.81923,,,,,,,,,,,
"Korea, South",7.8348,8.10102,8.51247,8.76202,9.00854,9.33207,9.44994,9.83603,9.8871,9.97149,10.7827,,,,,,,,,,,
Laos,0.03448,0.03469,0.0359,0.03366,0.03681,0.03848,0.04005,0.04305,0.04681,0.04636,0.04524,,,,,,,,,,,
Macau,0.02211,0.02369,0.02586,0.02686,0.03248,0.02857,0.03522,0.03774,0.04144,0.03313,0.03069,,,,,,,,,,,
Malaysia,1.97785,2.10768,2.19218,2.26849,2.26098,2.28943,2.36515,2.59795,2.67668,2.78314,2.98849,93789473684,92783947368,100845526315,110202368421,124749736842,143533152129,162692467585,193552802791,230987618903,202251384991,247533525517
Maldives,0.00663,0.00713,0.01307,0.0147,0.01027,0.00823,0.01136,0.01279,0.01313,0.01459,0.01459,624337143,802442810,828240882,949867661,1075605492,992473987,1303375806,1541978558,1891633531,1984639640,2134104883
Mongolia,0.06313,0.06517,0.06955,0.06646,0.07102,0.07177,0.08214,0.08515,0.09026,0.09005,0.09273,1136896162,1267997923,1396555772,1595297301,1992066758,2523359940,3414053250,4234894168,5623236707,4583834427,6200357070
Nauru,0.00213,0.00214,0.00223,0.00223,0.00226,0.00231,0.00226,0.0023,0.00231,0.00237,0.00237,,,,,,,,,,,
Nepal,0.05805,0.06212,0.0586,0.06154,0.0631,0.06936,0.06769,0.06982,0.07047,0.07898,0.08436,5494252207,6007061224,6050875806,6330476434,7273933992,8130258976,9043715355,10325618017,12545438605,12854834975,16010389261
New Caledonia,0.02974,0.0292,0.03227,0.03324,0.03547,0.03513,0.04069,0.0412,0.04466,0.04242,0.04287,2682347064,,,,,,,,,,
New Zealand,0.82614,0.83579,0.85376,0.84516,0.87666,0.84479,0.86117,0.86163,0.85232,0.84236,0.85742,51981385895,53273715302,65999637537,87418267497,102983802756,113834420633,110304429415,135291901176,130672262112,118573727125,143246762589
Niue,0.00004,0.00004,0.00004,0.00004,0.00004,0.00006,0.00007,0.00007,0.00005,0.00005,0.00005,,,,,,,,,,,
Pakistan,1.84612,1.79929,1.81339,1.91194,1.96634,2.13909,2.38416,2.48149,2.47811,2.50371,2.55969,73952374969,72309738921,72306820396,83244801092,97977766197,109502102510,137264061106,152385716311,170077814106,168152775283,177406854514
Papua New Guinea,0.04557,0.04578,0.06074,0.06931,0.06853,0.06962,0.07245,0.07309,0.08396,0.05778,0.05858,3521348154,3081029665,2999542369,3536459119,3927114456,4901584516,5598700444,6329292929,8010370370,7914594202,9480047958
Philippines,1.13956,1.12599,1.14734,1.18464,1.21389,1.2158,1.20589,1.17952,1.20299,1.14336,1.21734,81026294681,76261998622,81357657790,83908205719,91371236939,103065972407,122210719245,149359920006,173602533345,168333540385,199589447424
Samoa,0.00234,0.00248,0.0027,0.00263,0.00265,0.00279,0.00275,0.00281,0.00282,0.00286,0.00287,239698992,243324190,256677700,301905953,374507187,412220560,453082900,490916834,573946224,500992499,572160378
Singapore,1.52664,1.62081,1.60212,1.69219,1.90294,2.03676,2.08333,2.26036,2.53059,2.89374,3.37195,95922652585,91148432628,90582818233,93362870572,109336483913,123506892267,139020876513,168705756482,178924164929,194131267854,217200123752
Solomon Islands,0.0025,0.00251,0.0026,0.0026,0.00267,0.00294,0.00273,0.00303,0.00294,0.00273,0.003,435101217,400464593,341663053,332736306,375109694,413909879,456735444,586218381,645796657,601299089,678625481
Sri Lanka,0.18938,0.18644,0.18871,0.20061,0.19925,0.2195,0.21647,0.22235,0.22215,0.22402,0.22781,16330810303,15746224409,17102623876,18881765437,20662525941,24405791044,28267410542,32351184234,40715240468,42067974595,49567521669
Taiwan,3.80833,3.85665,4.09014,4.2601,4.39973,4.435,4.56696,4.61181,4.56075,4.49634,4.82987,,,,,,,,,,,
Thailand,2.57173,2.69236,2.93221,3.20772,3.44176,3.65174,3.70545,3.83697,3.95005,4.05101,4.32479,122725247705,115536405150,126876918690,142640079033,161339790594,176351948403,207088828467,246976870172,272577799257,263711244888,318907930075
Timor-Leste (East Timor),--,--,--,0.0023,0.0025,0.00249,0.00254,0.00462,0.00479,0.00262,0.00262,350100000,429700000,426700000,436500000,455500000,479100000,462600000,558700000,693800000,826700000,934300000
Tonga,0.00187,0.00178,0.00159,0.00159,0.00171,0.00208,0.00246,0.00252,0.00253,0.00252,0.00252,188623258,167042880,181801946,208098551,240794581,264812953,295998379,301064027,346850175,318522296,369212477
U.S. Pacific Islands,0.0044,0.00442,0.00434,0.00434,0.00431,0.00432,0.00442,0.0045,0.00507,0.00441,0.00513,,,,,,,,,,,
Vanuatu,0.00118,0.00118,0.00127,0.00127,0.00131,0.0014,0.00136,0.00158,0.00143,0.00175,0.00175,272014693,257926881,262603781,314463144,364996869,394962552,437072933,526425740,607983815,610075806,700804045
Vietnam,0.73608,0.81314,0.90187,0.97817,1.06511,1.17323,1.30862,1.4182,1.63544,1.67657,1.86492,33640085727,35291349277,37947904054,42717072777,49424107709,57633255739,66371664817,77414425532,99130304099,106014600963,115931749904
Wake Island,0.0187,0.01875,0.01907,0.01907,0.01896,0.01888,0.01937,0.01986,0.01888,0.01932,0.01916,,,,,,,,,,,
World,400.07194,402.27059,412.21126,425.87377,444.69444,459.29216,470.14802,482.86461,490.6727,487.58009,510.55101,32872324986797,32678362783846,33924664960888,38058693029123,42826770007282,46328508515723,50172505567029,56488054878408,61952359911162,58716039506316,64081876752375
