Country,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,G2000,G2001,G2002,G2003,G2004,G2005,G2006,G2007,G2008,G2009,G2010
Algeria,40.42605,40.42029,40.49605,40.42788,38.94902,45.00144,46.17394,47.63014,49.71854,51.00367,50.02219,54790058957,54744716706,56760288961,67863832648,85324997369,103198650297,117026655313,134977867931,171000162581,137211795394,161207304960
Angola,7.1702,9.17841,9.53341,9.78925,10.10302,9.99647,10.91271,11.89637,12.2459,12.60629,14.03743,9129594818,8936079252,12497346042,14188949239,19640862549,28233699240,41789494461,60448890972,84178086998,75492417649,82470894868
Benin,3.66465,3.58101,3.67257,4.18607,4.72406,4.78976,5.46686,5.75793,6.16985,7.48681,8.1312,2359122302,2499269391,2807657386,3557229701,4050869967,4358015992,4705087452,5506275948,6633561835,6585134688,6558416322
Botswana,34.26115,29.98348,29.78616,28.17789,31.61451,33.33466,33.17303,31.7173,32.47321,32.72051,36.61155,5788311645,5489646902,5438856515,7511538764,8957491784,9931223496,10126990487,10939028155,11113042238,10106837286,13746712705
Burkina Faso,1.43391,1.38073,1.374,1.37988,1.35954,1.34975,1.29816,1.40689,1.31775,1.6281,1.60038,2610959139,2812845486,3205592273,4205691121,4838551014,5462709054,5844669738,6755823932,8350710389,8348156389,9209288383
Burundi,0.96441,1.01054,0.99779,0.96579,0.84901,0.81347,0.76054,0.70008,0.44369,0.46182,0.47419,870486065,876794723,825394484,784654423,915257323,1117254387,1273180655,1356078300,1611634286,1739781535,2026864414
Cameroon,5.30035,5.19858,4.85121,5.08655,5.14112,4.96873,5.59558,5.48272,5.72074,5.75075,6.47196,9287367568,9633109256,10879778327,13621809574,15775356736,16587921220,17953103008,20431779033,23735537026,22165009362,22493301699
Cape Verde,7.38698,4.89113,5.10432,4.99156,9.34713,7.9307,8.79008,10.14684,10.26707,11.00415,10.84234,604760392,624141912,679340246,891375823,1022562771,1090445839,1236876851,1513934037,1789332787,1711816592,1664310632
Central African Republic,1.35405,1.35364,1.36928,1.34493,1.34639,1.29529,1.33113,1.39231,1.39367,1.28341,1.25601,914500331,931833293,991387865,1139754771,1270080228,1350300947,1473721520,1698125679,1985370254,1981728179,1986014759
Chad,0.35041,0.3467,0.34683,0.33456,0.29849,0.32124,0.33689,0.38312,0.35821,0.35224,0.34508,1385058211,1709347776,1987622268,2736666450,4414929142,6646663021,7422102519,8638711756,10351933631,9253484289,10657705072
Comoros,2.4884,2.51189,2.54205,2.49258,2.49734,2.57974,2.55415,3.10534,3.17046,3.10539,2.63856,201899883,220115655,251162420,324470868,362420483,387036131,403179474,464948879,530131963,535199685,543376206
Congo (Brazzaville),4.19506,4.93742,4.62266,5.04446,5.27506,6.88805,7.67505,8.90527,10.00266,11.92095,16.30393,,,,,,,,,,,
Congo (Kinshasa),1.74871,1.52936,1.43296,1.41587,1.62503,1.62809,1.60579,1.65582,1.56092,1.54539,1.6176,,,,,,,,,,,
Cote dIvoire (IvoryCoast),7.86314,6.35315,6.05269,6.02012,6.21734,5.99112,5.8987,6.0551,6.65471,6.30299,5.87912,,,,,,,,,,,
Djibouti,36.82444,36.10737,34.98848,37.04642,39.39289,38.49356,34.95961,33.40146,23.14925,23.00586,22.51171,551230861,572417440,591122039,622044665,666072101,708633194,768873684,847918929,,,
Egypt,30.77423,33.4239,33.18947,35.00593,36.36809,37.07175,34.25363,35.80819,41.33215,40.61368,41.09814,99838540997,97632008050,87850680572,82923680621,78845185709,89685724889,107484034648,130477817194,162818181818,188984088127,218887812549
Equatorial Guinea,8.8004,6.9919,94.89191,94.48159,10.69884,88.78528,86.48884,98.03337,93.52128,100.78676,106.55663,1242848857,1736116148,2146760313,2952359369,5240842261,8217368425,7765111493,10304490483,15471010922,10356293894,12261420852
Eritrea,2.11558,2.42508,2.16833,2.34729,2.11221,2.04424,1.9843,1.81687,2.01425,1.26458,1.21082,706370812,752368494,729321364,870247701,1109054002,1098425899,1211161879,1317974493,1380188800,1856695550,2117039510
Ethiopia,1.0023,1.05021,1.09283,1.15904,1.17919,1.22348,1.34605,1.41845,1.62268,1.5594,1.58963,8098332674,8087434751,7713652567,8473013232,9954110936,12184372696,15013683854,18991907676,25608626476,28194270371,26311310604
Gabon,29.79938,30.1018,29.18698,29.24878,28.80622,27.41546,29.60691,29.8137,35.74444,27.68115,29.3968,5067865502,4712849279,4931503836,6054883172,7178135606,8665736617,9545982814,11570860872,15685389826,12031268402,14507032805
"Gambia, The",2.69193,2.81582,2.80594,2.76355,2.70687,2.73052,2.85087,3.43019,3.48771,3.63743,3.85595,782913866,687410628,578235309,487038678,578785600,624173996,655068112,798869805,965771303,900629372,951805801
Ghana,7.5267,7.32719,6.60843,6.20714,7.01936,7.07665,6.95669,6.03895,6.60803,7.48066,8.25862,4982849054,5314871683,6166197191,7632720680,8881419348,10731883141,20410239313,24757608488,28528016511,25978563316,32174210792
Guinea,2.6053,2.78553,2.80783,2.52118,2.63421,2.57633,2.46732,2.44952,2.47486,2.43102,2.37006,2995360969,2833442750,2949637039,3446442218,3666349049,2937072009,2821346683,4134173271,4515824643,4609923720,4735956475
Guinea-Bissau,3.78863,3.75212,3.80898,3.83105,3.73594,3.80374,3.69562,3.74062,3.63769,3.63331,3.56097,361858968,384270399,406669723,465414407,522651787,572853553,578517348,690721769,842890956,832530156,835390892
Kenya,4.64743,4.58687,4.62164,4.84827,4.93076,5.19159,5.53532,5.40521,4.88738,4.97615,5.38306,12705350153,12985991722,13147736954,14904504019,16095321630,18737895400,22504136042,27236739895,30465489796,30580367979,32198151217
Lesotho,3.06612,3.10987,3.19155,3.29891,3.09148,3.44181,2.76526,2.95416,3.06518,2.88274,5.17414,771200632,706430933,656802669,969181550,1234197704,1368405301,1428842600,1597484735,1630667593,1716836000,2203835214
Liberia,2.36997,2.43273,2.56227,2.62552,2.6304,2.5413,2.76204,2.88019,2.45294,2.16172,2.04403,529064646,514999999,536000000,409000000,466999999,541999999,604028581,739026892,850040458,1155146229,1292696475
Libya,125.35533,129.88725,132.88386,127.82501,138.77578,138.60052,128.81961,131.04358,125.16091,129.72566,137.46548,33896600870,28420321951,19842519685,24062500000,33384615384,44000000000,56484375000,71803278688,93167701863,62360446570,
Madagascar,1.9682,2.06267,2.25663,2.30182,2.42802,2.29191,2.20251,2.17993,2.31266,1.61972,1.57929,3877673634,4529575232,4397254714,5474030227,4363934416,5038577519,5515236338,7342905883,9394330368,8589560142,8837041787
Malawi,1.92782,1.88922,1.91907,1.90666,2.05245,2.10217,2.09785,2.09664,2.13452,1.9855,1.9813,1743506286,1716502069,2665158942,2424656666,2625127097,2754995876,3116789657,3647817218,4276769712,5030639934,5398616984
Mali,0.94832,0.92631,0.96251,0.94107,0.94136,0.99797,0.90087,0.89299,0.90597,0.87584,0.86146,2422482317,2629739067,3342824259,4362439886,4874178417,5305317554,6122644014,7145394015,8737687352,8964480570,9422267259
Mauritania,19.89674,19.39529,18.04145,18.07651,14.99593,17.29339,14.45797,13.00609,14.33858,8.89618,8.70454,1293653473,1295536829,1324424463,1563072653,1833445283,2184444848,3040718540,3356758533,3790240830,3027020111,3671380305
Mauritius,44.97744,48.84725,44.91526,46.43732,46.80451,48.57531,50.80213,53.67698,54.81175,49.70927,51.61907,4582562397,4536544699,4767303153,5609836353,6385691315,6283796155,6731536244,7792063566,9641077098,8834661042,9718331362
Morocco,15.90032,16.90109,16.92902,16.8249,16.65907,16.64582,17.07641,17.27291,19.33187,20.56288,21.27771,37020609824,37724674865,40416114690,49822651701,56948015336,59523857868,65637107776,75226318359,88882967741,90908402631,90770671431
Mozambique,5.59686,7.11759,7.08626,6.88035,7.2548,7.872,8.62827,8.68631,7.92173,8.3573,8.0643,4310090791,4075049537,4201332885,4666197195,5697991241,6578515331,7095910827,8035635713,9891003404,9674037707,9274448731
Namibia,21.91995,24.50365,25.65314,27.18958,28.35699,28.89568,30.54746,31.35918,34.7595,33.04045,30.71715,3908598123,3546795054,3361241961,4931293712,6606970842,7261301442,7978676469,8811608766,8829927125,8859203056,11065912279
Niger,1.40927,1.39647,1.43185,1.42085,1.47566,1.34896,1.27486,1.27508,0.93068,1.22654,1.20112,1798374532,1945327545,2170481497,2731416281,3052898685,3405134555,3646727993,4291363546,5403364453,5397121962,5718589550
Nigeria,6.5166,7.14817,7.14294,7.27798,7.11978,7.62323,7.0691,6.59833,6.76577,4.29601,4.51418,46385996027,44138014092,59116868249,67655840108,87845403978,112248324602,145429802541,166451202370,208064724514,169481270114,229507890739
Reunion,61.6085,63.22055,62.25447,61.49115,61.22714,61.50329,61.31079,61.94641,62.9294,63.95594,62.92552,,,,,,,,,,,
Rwanda,1.46881,1.43211,1.40879,1.40423,1.28622,1.29826,1.25515,1.09254,1.08263,1.12831,1.1022,1734938190,1674685125,1677447003,1845979351,2089188920,2581286406,3111191405,3738146668,4711735377,5252677064,5624506157
Saint Helena,42.87282,24.16959,23.99825,23.83254,17.66979,23.47188,21.62678,23.80008,18.11467,17.22829,17.15416,,,,,,,,,,,
Sao Tome and Principe,9.80326,9.19002,9.41524,9.27486,8.94434,8.92263,9.82946,11.76015,11.64931,11.36427,11.08885,76709304,76460376,90713303,97994011,106764253,113808749,124184906,144259256,183464986,196473838,201037916
Senegal,6.72329,6.55038,6.6745,6.68922,7.44302,7.74889,7.73265,7.64902,5.5522,7.17072,7.03077,4679604921,4877602012,5333862343,6858952716,8031344239,8707015063,9358710763,11284603480,13386346542,12812994669,12932427724
Seychelles,102.38476,104.12072,149.75395,144.4482,147.96811,144.15781,188.6837,156.13497,169.97764,182.10464,151.89504,614877971,618433500,698083344,703096502,839319935,919103261,1016419769,1033635773,967211974,847424851,969973774
Sierra Leone,3.50611,3.37744,3.24115,3.18208,3.65436,3.5557,3.44346,3.63074,4.22397,3.86738,3.87661,635874002,1079478387,1239004287,1371442565,1431208677,1627853086,1887429109,2157944721,2504381637,2454531383,2575466372
Somalia,1.33115,1.28568,1.24543,1.21942,1.16639,1.14924,1.17589,1.29247,1.20374,1.16996,1.15143,,,,,,,,,,,
South Africa,101.71578,101.96284,98.43929,104.71121,110.88106,107.83603,110.32818,111.97743,117.44967,114.73951,113.88982,132877640157,118478986832,111100858130,168219325183,219092936699,247051562311,261007039378,286171830700,273141750192,283985548070,363240728680
Sudan and South Sudan,3.23577,3.96975,4.00204,4.29994,4.50021,4.71312,5.11937,4.88112,5.26563,7.07709,7.23133,,,,,,,,,,,
Swaziland,14.30868,14.10963,13.90993,12.56774,11.76721,11.39679,12.4654,13.95068,13.83872,13.01445,12.77248,1524490159,1349326983,1224220675,1854020495,2420610578,2584077930,2947922182,3053823329,3019770679,3161320520,3691050502
Tanzania,1.75344,2.00681,2.13627,2.10032,2.18504,2.34885,2.36165,2.68643,2.79126,2.87315,2.71328,10185786170,10383560997,10805600068,11659129814,12825801916,14141916592,14331231238,16825547176,20715086118,21368165399,22915004297
Togo,4.38927,3.09352,3.89855,5.90989,6.08962,5.86954,5.9374,6.22035,6.86678,3.40957,3.50494,1294250279,1332328986,1474630199,1673690389,1937074537,2115154090,2202809210,2523462648,3159544508,3163000590,3172945282
Tunisia,31.65596,34.99094,34.85695,33.71319,33.65551,35.78064,32.97588,28.8101,30.39064,28.81654,29.3707,21473261837,22066031834,23141616604,27453084982,31183059012,32282960678,34377235161,38848711943,44736953169,43607568688,44377742070
Uganda,1.43224,1.48103,1.49643,1.55734,1.55839,1.54783,1.40283,1.51311,1.49648,1.96328,1.98381,6193246632,5840503702,6178563467,6336696288,7940362663,9013834490,9977209198,11916019462,14440417640,15803514642,17197111223
Western Sahara,10.71622,10.39903,9.95473,9.53891,9.09925,9.92628,8.47576,8.58844,7.91067,7.66219,7.42039,,,,,,,,,,,
Zambia,9.94009,10.1966,10.22778,10.40155,10.34381,10.67768,10.87556,10.53588,10.31259,9.88649,10.51923,3253551749,3653822711,3711284086,4341841413,5439176375,7178556336,10702200821,11541420981,14640792100,12805029521,16190196832
Zimbabwe,17.94816,16.80363,16.84001,16.74291,15.00307,16.60839,15.14663,15.22479,13.27532,13.59258,14.04733,6689957610,6777384732,6342116353,5727591778,5805598442,5755215232,5443896499,5291950101,4415702801,6133240671,7433314459
Asia & Oceania,32.45521,32.93414,34.23777,36.08496,38.54075,41.17824,43.1749,44.91622,46.15472,48.53758,50.92537,,,,,,,,,,,
Afghanistan,1.06121,0.78571,0.77258,0.65144,0.62722,0.64488,0.68274,0.96743,1.07073,3.44869,3.58678,,2461666314,4128818042,4583648921,5285461998,6275076015,7057597615,9843851008,10190534636,12486950468,15936784436
American Samoa,135.65562,136.40979,139.19326,139.71663,139.1635,148.60154,151.92368,163.60159,152.76928,154.37894,75.25932,,,,,,,,,,,
Australia,253.67648,259.32313,259.6846,258.84653,270.91259,279.23519,279.23881,286.36164,275.49463,271.19967,270.10256,415208189411,378642266824,394442235244,466663366336,613161189358,693662607126,747463312368,853854910889,1055506156996,926710311519,1141793593834
Bangladesh,3.8127,4.10894,4.26683,4.55746,4.76311,4.98373,5.32514,5.4645,5.86958,6.2724,6.33497,47124925462,46987842846,47571130071,51913661485,56560744012,60277560975,61901116736,68415421372,79554350677,89359767441,100357022443
Bhutan,28.47551,30.27245,33.14887,35.78991,31.59954,35.0604,52.92563,73.63573,77.85731,78.1573,81.18146,439158233,476360697,537050133,622026106,702682018,818869145,897672085,1196090841,1257480560,1264686356,1585319109
Brunei,199.5228,219.77648,249.30961,259.40647,283.43434,330.03579,496.60173,502.31761,512.77814,328.77115,374.13869,6001153317,5601090584,5843329101,6557333067,7872333197,9531402829,11470703002,12247627894,14393099068,10732435033,12369708858
Burma (Myanmar),3.53077,3.44758,3.86829,4.29835,4.35826,5.66967,5.2258,5.59925,5.47889,4.56119,4.50718,,,,,,,,,,,
Cambodia,2.7613,3.17372,3.36278,3.6161,3.97122,4.15751,4.50249,4.78354,4.92288,4.66101,4.23279,3654031716,3979813387,4284028138,4658246906,5337833255,6293046162,7274424518,8639164917,10351829065,10401935531,11242266333
China,32.39504,33.5081,37.01779,41.23726,46.06812,52.33248,56.95273,60.56171,64.49649,71.29933,75.84265,1198474934198,1324806914358,1453827554714,1640958732775,1931644331142,2256902590825,2712950886698,3494055944791,4521827288303,4991256406734,5930529470799
Cook Islands,49.11015,51.06797,53.01563,54.99483,62.97833,72.02382,78.37635,75.7454,82.32901,84.87702,87.69931,,,,,,,,,,,
Fiji,30.20836,32.39281,37.0024,44.398,47.67991,46.53389,48.17175,47.52771,50.5225,27.98721,26.74007,1684109743,1660102345,1842691481,2315935752,2727507212,3006725014,3103099942,3405050611,3629936625,2925499821,3225095136
French Polynesia,45.45301,44.35143,46.11488,54.9182,54.46042,58.25102,62.67407,61.96561,66.2777,63.24254,62.85799,3447543137,,,,,,,,,,
Guam,252.90137,270.62668,183.49669,210.04597,166.44888,185.50819,192.68595,173.11769,149.89386,91.46871,81.79928,,,,,,,,,,,
Hawaiian Trade Zone,--,--,--,--,--,--,--,--,--,--,--,,,,,,,,,,,
Hong Kong,120.99217,127.73746,136.86975,140.71958,155.6035,161.2105,158.43626,162.46756,155.11548,172.17993,178.12764,171668164082,169403241524,166349228737,161384522525,169099768875,181570082162,193536265094,211597405593,219279678430,214046415026,228695747309
India,13.24981,13.52218,13.13557,13.34928,14.26193,14.96965,15.91772,16.73623,17.45012,18.51247,18.68523,476609148198,493954333968,523968561871,618356467439,721585608172,834215013542,949116769688,1238700195724,1224095295076,1365372433271,1710908768959
Indonesia,18.02613,18.0471,18.48447,18.37493,19.56828,20.27017,21.95401,22.63323,22.85025,24.11887,24.87478,165021012261,160446947638,195660611033,234772458818,256836883304,285868610016,364570525997,432216737774,510244548959,539579959052,709190822690
Japan,176.80575,174.67783,173.65132,177.21972,182.0136,181.14342,179.05187,180.38656,171.31973,162.05478,170.66026,4731198760271,4159859918093,3980819536159,4302939184963,4655803055650,4571875737175,4356761451087,4356329296669,4849208099923,5035141567658,5495379357484
Kiribati,4.11765,4.05097,5.0855,5.00403,4.89911,5.78977,5.6977,6.01235,5.47911,8.85848,8.74114,67512714,63101272,72259045,90148518,102220914,106147384,104668674,123005089,135044455,127125253,150431113
"Korea, North",37.71842,38.37178,36.72104,37.66618,38.28751,39.49331,39.43111,33.63901,36.8063,34.49639,33.67746,,,,,,,,,,,
"Korea, South",167.27139,171.71251,179.44696,183.85729,188.25103,194.39732,196.36818,203.85484,204.36597,205.55969,221.70176,,,,,,,,,,,
Laos,6.38815,6.30926,6.43601,5.95335,6.40578,6.59233,6.75273,7.13282,7.61742,7.40991,7.10353,,,,,,,,,,,
Macau,51.20354,54.48327,58.91771,60.47027,71.34274,60.27766,70.52471,71.80805,75.94149,59.17753,54.03777,,,,,,,,,,,
Malaysia,85.43143,88.79183,90.27795,91.17569,88.75118,88.16319,89.48015,96.59387,97.83981,100.04849,105.69469,93789473684,92783947368,100845526315,110202368421,124749736842,143533152129,162692467585,193552802791,230987618903,202251384991,247533525517
Maldives,22.1047,23.31287,41.90431,46.14163,31.43158,24.46954,32.62317,35.04498,34.03024,36.8126,36.87088,624337143,802442810,828240882,949867661,1075605492,992473987,1303375806,1541978558,1891633531,1984639640,2134104883
Mongolia,23.69956,24.09778,25.34,23.87038,25.14535,25.04245,28.24068,28.84856,30.12633,29.61104,30.04028,1136896162,1267997923,1396555772,1595297301,1992066758,2523359940,3414053250,4234894168,5623236707,4583834427,6200357070
Nauru,216.32053,216.27714,224.49106,224.2649,226.26771,230.3426,236.47075,252.33132,252.13116,257.48732,255.98691,,,,,,,,,,,
Nepal,2.3392,2.45198,2.27019,2.34211,2.36257,2.56012,2.46516,2.50912,2.49926,2.76508,2.91385,5494252207,6007061224,6050875806,6330476434,7273933992,8130258976,9043715355,10325618017,12545438605,12854834975,16010389261
New Caledonia,140.82632,135.65809,147.04144,148.58746,155.57499,151.15143,172.05778,171.35086,182.71208,170.76263,169.86365,2682347064,,,,,,,,,,
New Zealand,217.26739,217.77335,218.99897,213.40846,218.71837,208.68249,210.55713,208.50923,204.22322,199.92208,201.63898,51981385895,53273715302,65999637537,87418267497,102983802756,113834420633,110304429415,135291901176,130672262112,118573727125,143246762589
Niue,21.72725,20.55356,20.45707,20.26677,20.06286,28.53073,35.91281,42.06731,31.23559,34.0753,34.0753,,,,,,,,,,,
Pakistan,12.11132,11.47541,11.31465,11.71779,11.8295,12.63648,13.83071,14.13994,13.88455,13.79778,13.8808,73952374969,72309738921,72306820396,83244801092,97977766197,109502102510,137264061106,152385716311,170077814106,168152775283,177406854514
Papua New Guinea,9.46911,9.27247,11.99687,13.35989,12.89576,12.79919,13.0173,12.84374,14.43606,9.72532,9.65966,3521348154,3081029665,2999542369,3536459119,3927114456,4901584516,5598700444,6329292929,8010370370,7914594202,9480047958
Philippines,14.03023,13.55056,13.50826,13.65549,13.69743,13.44385,13.06958,12.52706,12.52307,11.66969,12.18561,81026294681,76261998622,81357657790,83908205719,91371236939,103065972407,122210719245,149359920006,173602533345,168333540385,199589447424
Samoa,13.26346,13.95788,15.07428,14.50704,14.51639,15.12284,14.77105,14.92873,14.87695,14.99512,14.95858,239698992,243324190,256677700,301905953,374507187,412220560,453082900,490916834,573946224,500992499,572160378
Singapore,375.71208,388.73186,374.22119,385.411,423.04274,442.22276,441.98718,468.76705,513.2406,574.62182,656.0072,95922652585,91148432628,90582818233,93362870572,109336483913,123506892267,139020876513,168705756482,178924164929,194131267854,217200123752
Solomon Islands,5.77419,5.63191,5.67367,5.52381,5.53241,5.93547,5.36432,5.82041,5.50922,4.98678,5.36081,435101217,400464593,341663053,332736306,375109694,413909879,456735444,586218381,645796657,601299089,678625481
Sri Lanka,9.94561,9.67877,9.68823,10.17853,9.99544,10.91873,10.65793,10.84211,10.7334,10.72928,10.80506,16330810303,15746224409,17102623876,18881765437,20662525941,24405791044,28267410542,32351184234,40715240468,42067974595,49567521669
Taiwan,171.66567,172.62328,182.0919,188.82205,194.27951,195.13761,200.15353,201.30673,198.40546,194.94122,208.84502,,,,,,,,,,,
Thailand,41.54362,43.1606,46.64891,50.65562,53.95965,56.84951,57.29125,58.93065,60.27752,61.43488,65.19501,122725247705,115536405150,126876918690,142640079033,161339790594,176351948403,207088828467,246976870172,272577799257,263711244888,318907930075
Timor-Leste (East Timor),--,--,--,2.40131,2.57343,2.53317,2.53765,4.54032,4.61492,2.47273,2.4133,350100000,429700000,426700000,436500000,455500000,479100000,462600000,558700000,693800000,826700000,934300000
Tonga,18.66112,17.6354,15.67159,15.5738,16.67886,20.11667,23.66978,24.13631,24.10968,23.95063,23.87286,188623258,167042880,181801946,208098551,240794581,264812953,295998379,301064027,346850175,318522296,369212477
U.S. Pacific Islands,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
Vanuatu,6.16275,6.01825,6.30128,6.13993,6.14708,6.40883,6.07149,6.88458,6.08591,7.30061,7.13766,272014693,257926881,262603781,314463144,364996869,394962552,437072933,526425740,607983815,610075806,700804045
Vietnam,9.2965,10.13774,11.0989,11.88591,12.77844,13.89668,15.31078,16.39175,18.67827,18.92786,20.82052,33640085727,35291349277,37947904054,42717072777,49424107709,57633255739,66371664817,77414425532,99130304099,106014600963,115931749904
Wake Island,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,,,,,,,,,,,
World,65.67958,65.21829,66.00822,67.37099,69.5028,70.93273,71.74767,72.8168,73.14767,71.84911,74.38607,32872324986797,32678362783846,33924664960888,38058693029123,42826770007282,46328508515723,50172505567029,56488054878408,61952359911162,58716039506316,64081876752375
