Country Name,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
Least developed countries: UN classification,,,,,,,,,,,,,,,,,,,,,"116,106,984,441.169","116,082,169,978.851","108,618,772,578.98","109,122,330,922.967","118,417,282,461.778","128,434,104,580.065","141,324,565,941.93","144,862,665,302.425","147,719,086,412.182","152,914,380,559.939","157,028,953,317.91","138,112,902,838.591","139,076,871,891.496","130,580,146,908.357","148,793,562,252.611","158,662,685,194.178","168,372,367,238.728","169,289,502,174.573","170,891,196,852.571","178,417,890,765.108","183,276,880,687.257","197,786,318,734.314","222,199,934,542.931","259,466,470,404.627","303,396,444,412.052","351,745,070,689.283","428,640,484,545.518","529,955,169,676.048","523,255,049,752.762","589,355,527,410.129","666,802,800,426.317","704,463,036,942.384"
Low income,"23,270,666,565.8462","25,252,292,476.1344","30,093,682,268.5419","25,980,126,223.6637","30,143,021,669.616","33,202,334,188.9447","33,635,928,628.6347","35,044,811,741.0742","39,211,369,544.1617","40,892,177,259.4757","43,646,690,267.7692","42,567,783,241.0469","51,927,066,398.0487","65,476,045,229.1619","82,265,317,413.0327","68,421,640,072.7226","76,421,199,453.5155","91,529,917,635.9503","101,939,963,269.409","110,975,834,537.655","110,184,061,168.946","111,102,721,385.793","104,204,937,756.422","101,862,119,199.708","106,611,297,706.256","115,359,723,256.677","122,065,332,434.6","132,276,164,439.645","134,047,127,787.047","142,505,275,116.207","143,769,597,571.744","131,673,053,947.008","128,944,629,910.344","120,757,849,910.476","138,163,521,053.37","154,423,254,688.277","160,869,139,337.526","164,438,294,270.979","163,263,717,669.078","163,081,700,925.956","166,736,829,500.336","174,335,328,492.891","191,614,549,125.218","214,527,775,409.721","238,968,511,939.334","261,771,943,195.611","307,401,278,206.559","364,808,681,422.257","380,642,250,299.852","416,497,843,507.852","468,374,984,984.916","504,431,276,049.443"
Liechtenstein,,,,,,,,,,"90,099,360.773871","104,889,797.836543","124,940,284.905398","165,928,854.016146","193,980,461.926317","246,389,070.12372","272,489,354.107335","303,493,105.419053","436,912,093.134986","503,173,087.228041","534,699,256.772624","511,647,837.146855","522,096,760.52682","524,023,708.331749","502,620,920.656533","529,073,612.453579","779,357,946.9847","1,052,849,231.31947","1,161,757,671.01756","1,119,983,791.43298","1,421,508,901.19317","1,484,160,640.17108","1,631,176,617.19198","1,673,085,622.79346","1,948,128,895.93238","2,428,524,749.69396","2,504,013,003.9401","2,298,390,584.38482","2,479,698,578.66241","2,664,105,901.18863","2,483,890,593.70545","2,491,800,558.77674","2,688,617,884.8748","3,070,803,431.476","3,454,374,260.73671","3,658,356,377.80983","3,988,775,843.87205","4,602,346,923.40322","4,929,414,914.73469","4,826,167,676.3641",,,
Sri Lanka,"1,454,342,131.09244","1,458,609,619.75309","1,241,387,713.61345","1,321,840,726.05042","1,698,319,327.73109","1,751,470,588.23529","1,859,465,020.57613","1,801,176,470.58824","1,965,546,218.48739","2,296,470,588.23529","2,369,308,600.33727","2,553,936,348.40871",2875625000,"3,574,586,466.16541","3,791,298,145.50642","3,591,319,857.31272","4,104,509,582.86359","2,733,183,856.50224","3,364,611,432.24149","4,024,621,899.57653","4,415,844,155.84416","4,768,765,016.81884","5,167,913,302.16745","6,043,474,842.76729","5,978,460,972.01767","6,405,210,563.88294","6,682,167,119.56522","6,978,371,581.26375","6,987,267,683.77254","8,032,551,173.24014","9,000,362,581.58086","9,703,011,635.86585","10,338,679,635.7616","11,717,604,208.8223","13,029,697,560.9756","13,897,738,375.2488","15,091,930,835.7349","15,794,972,847.1683","15,656,342,015.855","16,330,810,303.9159","15,746,224,409.8","17,102,623,876.2283","18,881,765,437.2151","20,662,525,941.2986","24,405,791,044.7761","28,267,410,542.5164","32,351,184,234.3157","40,715,240,468.9375","42,067,974,595.4411","49,567,521,669.9098","59,184,308,582.7982","59,423,009,404.3887"
Lower middle income,"92,909,963,331.5773","94,749,782,339.8128","105,376,397,469.993",120061086849,"128,823,620,255.516","114,557,485,398.903","121,766,850,103.337","130,788,965,143.668","145,908,477,705.293","161,253,998,045.232","167,956,849,402.492","182,017,767,752.782","216,422,603,306.484","275,369,093,293.15","298,811,214,904.557","337,009,062,490.543","387,662,632,114.596","432,382,280,235.947","490,760,356,951.854","610,194,470,032.766","646,476,346,392.603","652,830,332,329.889","639,085,567,905.97","631,551,119,739.824","660,434,301,174.971","687,295,180,004.405","756,654,308,484.817","792,287,488,462.293","803,789,522,794.648","860,788,528,415.27","827,258,279,631.267","866,516,127,918.821","868,816,236,914.421","945,435,425,466.581","1,060,789,739,997.44","1,157,075,604,054.62","1,194,806,165,515.68","1,073,480,897,299.65","1,170,903,832,603.78","1,239,318,905,845.33","1,251,316,462,309.39","1,344,350,698,513.42","1,540,098,643,733.47","1,765,740,457,847.76","2,036,944,282,349.07","2,423,403,090,682.79","2,989,372,009,538.79","3,331,836,182,497.89","3,413,590,878,560.98","4,162,178,444,316.86","4,688,442,969,061.91","4,823,810,786,650.76"
Low & middle income,"278,469,641,038.464","289,378,958,388.487","311,511,047,272.676","345,889,099,617.065","382,320,143,023.465","395,471,616,311.89","406,030,666,254.872","429,802,040,679.768","480,365,168,707.822","525,498,443,431.798","566,339,941,858.719","634,272,181,544.569","801,675,850,918.618","1,022,360,133,879.83","1,131,325,475,845.06","1,223,355,150,778.67","1,377,908,944,317.22","1,501,041,260,429.57","1,781,051,245,148.87","2,073,079,833,560.48","2,230,574,784,891.69","2,215,473,029,828.92","2,169,486,391,696.17","2,199,303,398,014.05","2,315,558,151,521.37","2,417,870,105,538.38","2,488,339,610,354.58","2,683,944,262,467.84","2,853,953,345,369.94","3,158,167,885,992.02","3,206,547,051,087.76","3,411,737,739,028.86","3,692,371,073,934.62","4,070,433,108,492.31","4,587,770,649,829.95",5034971680165,"5,338,602,807,745.01","5,288,600,691,328.65","5,243,453,677,374.63","5,672,311,751,228.64","5,691,968,836,791.29","5,787,577,195,416.2","6,489,392,540,427.58","7,604,665,253,862.46","8,970,366,337,968.7","10,559,616,217,167.5","12,995,052,161,388.6","15,498,453,065,226.9","15,469,676,561,136.2","18,587,149,767,312.1","21,606,240,343,253.7","22,769,281,895,625.2"
Lesotho,"35,699,985.7342857","41,859,983.2727507","47,039,981.2028235","51,939,979.2447843","54,879,978.0699607","56,699,977.342689","59,261,976.3189142","61,445,975.4461882","65,967,973.6391977","68,739,972.531507","76,480,285.1113442","80,915,356.8286738","121,188,698.642069","150,851,315.734636","149,558,945.403731","147,659,999.8716","193,314,999.8319","266,569,999.7682","290,134,729.683747","431,542,682.236011","434,174,015.356422","326,943,105.06776","355,443,856.107047","302,993,843.582478","247,680,796.95087","290,586,782.563617","369,345,623.025164","429,740,033.671033","451,447,042.192568","544,578,771.154847","608,767,923.978249","720,543,405.435398","721,599,288.030197","755,041,471.894349","859,092,080.83075","815,937,450.997912","859,816,180.473144","819,422,421.755032","801,540,664.712419","771,200,632.484425","706,430,933.003007","656,802,669.110291","969,181,550.992505","1,234,197,704.43821","1,368,405,301.24444","1,428,842,600.12112","1,597,484,735.65523","1,630,667,593.27628","1,716,836,000.19013","2,203,835,214.2935","2,524,534,244.77677","2,447,573,299.47777"
Lithuania,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"10,506,695,073.8054","10,287,023,246.234","8,562,311,026.88874","7,424,597,884.34971","6,958,636,949.80629","7,904,895,790.98773",8426600000,10128700000,11254050000,10971375000,11434200000,12159225000,"14,163,949,141.8999","18,608,709,856.5781","22,551,543,054.4565","25,962,254,180.8029","30,088,510,798.0993","39,103,973,050.6292","47,252,926,428.6698","36,846,183,172.3027","36,306,384,146.1075","42,872,072,870.904","42,343,521,965.7483"
Luxembourg,"704,145,671.350213","741,509,480.796284","791,140,595.772755","903,158,753.943622","921,600,736.304026","968,440,149.470951","974,721,762.535327","1,066,447,130.82052","1,234,878,980.502","1,445,204,630.64758","1,505,684,112.92952","1,885,307,918.58925","2,587,382,707.69984","3,156,198,933.6055","3,096,414,882.44656","3,394,079,657.23921","3,756,663,105.11639","4,677,872,752.87236","5,469,434,739.58235","5,967,924,324.03614","5,010,110,735.74331","4,562,651,737.00801","4,485,226,128.18546","4,400,183,010.95008","4,537,763,200.38157","6,627,975,486.88712","8,249,188,099.76451","9,336,997,885.61073","9,951,164,658.26656","12,668,658,431.6083","13,714,989,140.5236","15,384,954,868.2902","15,788,267,747.294","17,549,235,946.3593","20,673,371,647.5096","20,579,153,094.4625","18,514,433,919.7113","19,351,522,560.569","21,185,382,484.5515","20,267,551,133.2228","20,196,868,008.9485","22,568,793,525.3153","29,144,582,392.7765","34,077,095,478.4477","37,643,013,480.575","42,544,669,010.8776","51,320,626,630.4244","54,742,739,956.7876","49,420,776,474.8702","51,713,947,368.4211","57,957,916,666.6667","55,178,452,044.2273"
Latvia,,,,,,,,,,,,,,,,,,,,,,,,,,,"5,715,853,652.87783","6,827,011,058.96701","7,690,315,589.14665","7,447,002,856.7553","6,756,418,263.69451","4,848,056,772.31365","4,467,987,271.30202","5,060,854,731.05477","5,235,719,778.6716","5,585,292,782.56922","6,133,234,179.75373","6,616,957,681.24198","7,288,524,472.50101","7,833,068,425.39159","8,313,047,743.57121","9,314,784,080.02692","11,186,452,600.7262","13,761,569,544.9926","16,041,840,426.2666","19,935,046,397.2163","28,765,687,041.6504","33,669,367,720.4659",25875781250,"24,009,680,459.9868","28,480,338,367.6157","28,372,577,696.5265"
"Macao SAR, China",,,,,,,,,,,,,,,,,,,,,,"1,021,654,718.38063","1,016,585,687.26284","1,182,693,473.21523","1,222,072,820.96053","1,376,075,267.86671","1,786,734,514.03852","2,087,122,775.99803","2,478,807,840.95695","2,990,180,515.91709","3,464,946,372.23975","4,581,185,870.73434","5,280,218,134.80932","5,868,546,010.7157","6,560,672,250.97816","6,628,525,682.86805","6,674,552,884.69073","6,186,475,687.55405","5,916,957,024.96919","6,101,794,938.88536","6,514,271,488.1434","7,008,026,414.60895","7,926,373,572.23623","10,258,324,479.1391","11,792,570,015.7933","14,568,709,574.0036","18,054,684,854.2242","20,731,022,857.2408","21,313,263,933.1019","28,359,706,123.0951","36,796,998,498.2098","43,582,271,461.8341"
St. Martin (French part),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Morocco,"2,025,693,478.27347","2,379,611,069.94995","2,657,252,502.2073","2,798,345,225.92842","2,948,325,264.30195","2,876,395,613.08171","3,046,339,294.53611","3,271,415,867.99723","3,651,615,453.01848","3,956,328,426.04486","4,356,633,663.36634","5,074,117,544.77482","6,242,177,798.33938","7,675,408,485.51421","8,984,824,182.60333","9,584,323,309.12136","11,049,896,742.3889","13,236,854,105.1672","15,912,133,569.2852","18,820,809,835.899","15,280,300,833.285","15,423,825,336.2112","13,941,571,864.4973","12,751,251,347.8236","12,869,611,447.8784","16,994,563,068.4065","18,745,983,476.9273","22,198,388,383.6938","22,847,197,923.6985","25,820,725,667.7109","27,836,559,831.3913","28,450,632,466.6198","26,801,064,630.6054","30,351,265,891.5571","32,986,182,669.7892","36,638,763,638.8669","33,414,747,559.5675","40,021,694,630.8991","39,734,023,742.7921","37,020,609,824.9576","37,724,674,865.0801","40,416,114,690.137","49,822,651,701.729","56,948,015,336.0397","59,523,857,868.0203","65,637,107,776.2619","75,226,318,359.375","88,882,967,741.9355","90,908,402,631.2523","90,770,671,431.6696","99,211,339,029.2806","95,981,572,517.1671"
Monaco,,,,,,,,,,"293,073,868.023221","327,651,487.962757","402,460,333.237637","523,552,815.119127","563,939,670.704419","711,922,994.225545","735,339,911.935065","811,250,927.388998","1,000,535,735.38751","1,209,898,293.46372","1,378,130,995.65913","1,205,166,025.51592","1,143,229,071.77943","1,092,551,781.01486","1,037,314,956.25083","1,082,851,076.52158","1,515,209,588.2378","1,839,095,595.25655","2,000,674,667.08261","2,010,116,851.20284","2,481,316,053.85316","2,480,497,547.84881","2,737,066,955.91266","2,574,439,973.17387","2,720,297,738.93904","3,130,270,918.79061","3,137,848,783.08404","2,840,182,191.77105","2,934,578,788.86478","2,906,009,307.6651","2,647,883,820.18625","2,671,401,082.76436","2,905,973,022.1746","3,588,988,600.70294","4,110,348,444.49411","4,280,072,625.97622","4,663,488,363.0977","5,974,371,695.95045","6,919,241,412.09365","5,557,579,883.30092","5,350,993,377.48344","6,074,506,533.22213",
Moldova,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,592,856,080.02915","3,094,567,110.11286","2,319,243,406.66602","2,371,812,923.88379","1,702,314,352.74439","1,752,995,313.76689","1,695,130,483.83918","1,930,071,445.21194","1,639,497,206.70391","1,170,785,047.79461","1,288,420,222.94787","1,480,656,884.38462","1,661,818,168.4226","1,980,901,553.51226","2,598,231,467.43671","2,988,172,424.46608","3,408,454,197.89191","4,402,495,921.29332","6,054,806,100.84681","5,439,422,031.39627","5,811,622,393.98689","7,015,201,445.77502","7,252,769,934.44626"
Madagascar,"699,161,943.289594","739,286,907.013202","759,345,862.88991","802,482,183.814987","833,563,473.067604","900,264,582.850373","956,436,931.54542","1,031,669,636.5516","1,056,391,054.93489","1,111,859,569.93913","1,199,507,630.01017","1,341,590,681.50588","1,653,062,348.36838","1,917,508,190.09298","2,283,049,233.9685","2,181,844,193.95789","2,358,930,407.0893","2,669,755,114.87848","3,463,565,882.12958","4,042,139,901.66041","3,594,868,208.97731","3,526,198,069.44621","3,511,573,992.43574","2,939,485,471.84909","2,857,889,712.72427","3,258,288,890.31495","2,565,634,382.1436","2,442,507,588.42847","2,498,059,014.7402","3,081,479,800.27765","2,653,141,958.49997","3,024,459,293.84329","3,370,842,210.86422","2,977,040,884.30758","3,159,901,108.54439","3,995,028,428.89408","3,545,776,813.17266","3,738,704,582.02336","3,717,515,282.53878","3,877,673,634.58854","4,529,575,232.98509","4,397,254,714.88337","5,474,030,227.58602","4,363,934,416.54784","5,038,577,519.49857","5,515,236,338.4864","7,342,905,883.1691","9,394,330,368.35779","8,589,560,142.44925","8,837,041,787.49382","9,911,781,296.64175","9,975,124,872.405"
Maldives,,,,,,,,,,,,,,,,,,,,"42,463,576.1589404","44,781,456.9536424","47,935,843.7935844","57,829,787.2340426","109,503,546.099291","127,154,929.577465","141,902,097.902098","141,268,980.477223","168,610,478.359909","189,535,398.230089","215,089,005.235602","244,468,292.682927","284,853,358.561968","322,326,642.335766","355,884,383.08887","398,988,954.970263","450,382,327.952421","508,223,603.228547","540,096,400.169924","589,239,757.009346","624,337,143.585387","802,442,810.457516","828,240,882.492352","949,867,661.833266","1,075,605,492.18297","992,473,987.301945","1,303,375,806.06689","1,541,978,558.62324","1,891,633,531.16451","1,984,639,640.86858","2,134,104,883.7014","2,153,636,962.94601","2,222,429,330.40067"
Middle East & North Africa (all income levels),,,,,,,,"38,301,834,989.6854","42,651,250,426.9978","47,089,575,138.5389","55,008,061,713.9384","67,711,334,706.7159","90,847,106,862.6214","165,509,453,079.138","182,231,415,841.204","225,360,712,894.138","261,888,333,045.129","279,825,202,811.696","364,946,858,831.517","464,689,342,258.488","481,837,962,309.068","478,432,976,213.066","484,090,346,081.975","490,356,045,308.778","497,796,625,739.668","505,111,458,439.499","464,537,516,513.084","454,428,930,924.001","471,560,899,016.208","526,078,330,689.203","526,763,827,828.338","572,751,455,884.323","576,942,358,644.39","599,582,568,752.138","678,915,024,339.228","765,489,690,545.714","795,660,726,691.893","778,357,489,837.788","834,296,981,811.24","938,991,520,372.12","930,463,809,145.995","930,044,734,395.223","1,042,452,116,321.19","1,216,658,079,842.12","1,459,450,352,915.18","1,729,921,737,815.42","2,040,187,607,198.33","2,577,621,926,540.55","2,313,787,211,228.11","2,692,634,650,793.4","3,262,865,315,278.2",
Mexico,"14,153,954,349.0897","15,221,053,213.1887","16,936,337,667.6289","20,070,134,740.9317","21,829,715,343.885","24,337,233,447.2126","26,556,372,081.1925","29,363,632,833.6577","32,515,754,313.9653","35,541,711,470.3873","39,200,879,415.8614","45,178,119,326.7936","55,271,303,176.3935","71,976,542,927.466","88,003,982,688.6386","89,023,916,066.8009","81,825,780,563.8082","102,517,450,025.753","134,540,322,292.806","194,356,825,709.199","250,083,027,275.13","173,720,847,690.773","148,866,911,934.175","175,632,163,244.416","184,473,097,296.041","129,440,191,340.197","140,263,673,924.031","183,144,276,294.09","222,977,042,346.502","262,709,785,592.711","314,453,895,611.752","363,609,268,789.416","510,190,972,633.84","534,119,249,743.367","347,270,048,647.104","401,777,516,320.72","486,229,121,799.259","507,980,069,261.643","586,690,161,460.681","692,177,614,209.703","733,461,550,751.4","750,477,694,898.257","722,164,975,397.307","774,800,766,586.23","870,215,085,180.847","966,249,852,838.419","1,043,459,078,119.64","1,099,070,673,263.38","895,354,565,566.632","1,047,368,841,686.06","1,159,889,566,239.49","1,178,126,184,343.49"
Marshall Islands,,,,,,,,,,,,,,,,,,,,,31020000,34918000,41749000,45144000,43879000,55989000,62983000,70688000,72798000,78476000,82507000,91063000,99461000,108071000,120230000,110858000,"106,289,109.336044","108,702,067.992581","107,978,893.139292","110,937,729.412641","115,152,142.737309","124,735,071.905407","126,887,585.451759","131,106,365.539613","137,556,822.771548","143,352,031.172085","149,739,017.444696","152,565,763.149451","151,560,778.381533",163200000,170700000,182400000
Middle income,"258,600,598,793.668","267,803,392,044.01","286,029,050,607.519","323,359,368,311.736","356,311,405,703.466","367,040,182,120.415","377,182,986,661.124","399,687,260,098.507","446,675,064,006.045","490,131,643,017.243","528,536,144,349.007","596,579,477,391.421","755,414,872,704.086","963,912,935,674.947","1,059,526,446,465.72","1,160,623,583,602.11","1,307,719,735,100.5","1,418,573,593,106.02","1,688,034,197,507.06","1,970,380,805,328.74","2,127,005,870,531.32","2,111,294,322,711.17","2,071,086,056,754.14","2,102,523,498,008.13","2,214,161,800,407.83","2,308,851,359,733.78","2,373,482,910,989.02","2,559,590,937,862.7","2,726,997,078,460.24","3,022,417,204,115.52","3,069,491,627,163.14","3,284,400,848,975.6","3,566,382,055,123.74","3,950,299,981,692.63","4,450,566,488,636.3","4,881,947,606,563.59","5,178,861,677,080.56","5,125,936,486,912.61","5,081,978,552,609.55","5,509,413,931,541.3","5,525,817,856,176.23","5,614,389,858,588.67","6,298,632,303,972.98","7,390,015,464,946.64","8,729,631,504,263.08","10,293,523,064,519.4","12,680,640,727,761.2","15,125,076,005,955.1","15,081,684,598,309.1","18,159,002,531,352.6","21,123,283,661,293.5","22,249,908,760,107.1"
"Macedonia, FYR",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"4,471,828,621.90813","4,694,744,806.58659","2,316,618,514.75247","2,550,194,959.23946","3,381,270,266.71373","4,449,375,525.5599","4,422,159,848.93929","3,735,312,200.7332","3,571,043,201.50842","3,673,288,165.87004","3,586,883,988.95646","3,436,961,384.81241","3,791,306,757.66238","4,756,221,628.61111","5,514,253,043.38147","5,985,809,059.97008","6,560,546,900.04109","8,159,825,620.389","9,834,038,366.88837","9,313,573,964.98007","9,338,665,630.76177","10,439,099,881.1349","9,612,518,136.34871"
Mali,,,,,,,"275,494,477.836101","343,771,973.18594","339,913,866.756618","359,772,314.994898","430,096,741.954649","486,617,279.362262","563,683,703.008579","538,747,340.567246","830,710,613.969321","939,228,016.013939","1,049,838,549.91245","1,222,702,571.75657","1,595,422,953.90213","1,787,338,105.26429","1,493,651,106.01184","1,327,378,899.51094","1,294,458,069.91867","1,311,342,831.35984","1,313,685,007.54614","1,678,328,288.56336","1,931,545,340.21897","1,947,794,155.27683","2,007,784,672.59999","2,421,172,496.58602","2,422,840,268.74081","2,852,581,755.30527","2,677,966,905.01596","1,762,703,059.26754","2,466,160,215.33319","2,619,086,427.60676","2,475,185,559.41167","2,596,828,335.69789","2,570,429,654.9005","2,422,482,317.56719","2,629,739,067.46746","3,342,824,259.82493","4,362,439,886.7199","4,874,178,417.19164","5,305,317,554.72495","6,122,644,014.78684","7,145,394,015.23154","8,737,687,352.70079","8,964,480,570.32521","9,422,267,259.9894","10,656,395,534.0275","10,308,146,675.9498"
Malta,,,,,,,,,,"250,728,829.112117","264,578,308.927222","295,106,775.012466","345,616,069.513506","376,081,181.817504","474,618,292.692559","527,936,892.800231","625,563,347.403691","793,673,674.476254","1,001,288,245.08798","1,250,199,056.41834","1,243,509,858.29479","1,234,474,742.04426","1,165,730,172.87418","1,101,807,300.90927","1,117,797,224.84509","1,435,038,037.42227","1,751,293,215.65363","2,019,503,791.23407","2,118,655,299.63572","2,547,330,284.04418","2,750,215,016.02264","3,021,944,632.33295","2,709,194,765.69239","2,998,504,391.77827","3,599,683,395.46889","3,671,827,860.9798","3,633,464,750.30678","3,809,619,583.8411","3,907,947,937.46914","3,957,418,082.79925","3,917,620,727.92241","4,296,164,768.28161","5,119,621,569.32049","5,643,525,281.93441","5,980,795,755.74103","6,390,123,590.13841","7,513,834,699.60697","8,554,293,727.08674","8,099,400,960.97627","8,163,841,059.60265","9,151,793,160.96747","8,721,923,076.92308"
Myanmar,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Middle East & North Africa (developing only),,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"271,999,288,854.257","277,645,911,419.504","316,285,754,487.676","363,835,880,070.955","376,209,117,578.176","387,164,523,945.416","409,715,005,501.568","434,403,278,131.8","437,345,257,897.867","428,717,076,546.167","477,286,353,163.544","550,851,813,966.003","642,230,599,158.201","764,348,880,975.828","937,105,714,026.212","1,188,213,547,170.47","1,142,558,838,091.65","1,308,674,405,409.15",1540807069038,
Montenegro,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"984,279,596.4",1159891560,"1,284,504,508.58333","1,707,662,607.75","2,073,255,525.20487","2,257,181,942.54446","2,696,020,574.58286","3,668,857,103.75034","4,519,731,946.68229","4,157,852,771.6","4,114,780,573.5",4501811520,"4,373,170,811.72835"
Mongolia,,,,,,,,,,,,,,,,,,,,,"2,310,099,114.66667",2552401920,"2,725,736,618.66667",2098734592,2186505472,"2,896,178,858.66667",3020611584,3204461568,"3,576,966,794.66667","2,560,785,662.91532","2,379,018,323.22625","1,317,611,862.77556","768,401,665.820307","925,817,089.527828","1,452,165,052.54713","1,345,719,435.14958","1,180,934,217.40119","1,124,440,238.12551","1,057,408,608.43579","1,136,896,162.14218","1,267,997,923.03269","1,396,555,772.03794","1,595,297,301.45651","1,992,066,758.84423","2,523,359,940.71209","3,414,053,250.94549","4,234,894,168.15659","5,623,236,707.52471","4,583,834,427.36474","6,200,357,070.1148","8,761,426,370.55877","10,271,393,281.3833"
Northern Mariana Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mozambique,,,,,,,,,,,,,,,,,,,,"3,526,260,656.87765","3,532,145,354.92723","3,615,066,120.79773","3,237,772,713.9942","3,372,772,210.66024","4,458,235,363.8511","5,243,440,331.87466","2,353,864,107.17114","2,093,393,515.18424","2,314,103,650.97639","2,512,109,505.42404","2,748,955,274.34396","1,968,901,449.82406","2,027,650,517.82227","2,162,771,442.38775","2,246,791,389.00157","3,241,719,358.05202","3,810,025,425.38063","4,324,474,009.61438","4,536,278,939.24475","4,310,090,791.18029","4,075,049,537.3821","4,201,332,885.28416","4,666,197,195.33585","5,697,991,241.44882","6,578,515,331.19659","7,095,910,827.74363","8,035,635,713.16184","9,891,003,404.78197","9,674,037,707.314","9,274,448,731.91612","12,568,440,512.7595","14,243,717,484.4635"
Mauritania,"107,726,181.218304","111,148,586.402234","113,797,356.976006","151,897,168.025178","172,767,212.638348","180,340,653.822049","191,221,777.800889","210,695,184.327398","199,643,443.874909","209,348,253.104646","227,051,055.634483","265,009,395.781864","333,731,875.186629","414,772,351.086572","475,916,514.096197","524,407,932.295968","540,635,390.203281","544,424,605.052283","644,070,364.540435","709,041,451.695003","747,994,681.048424","750,214,409.950924","788,371,855.36131","726,937,320.344594","683,193,885.003343","802,890,746.836975","909,820,553.075882","957,377,507.370389","981,529,400.582536","1,019,600,770.35569","1,443,688,856.15013","1,464,392,409.33441","1,249,945,001.95842","1,315,932,677.59993","1,415,296,645.18954","1,442,598,429.56592","1,401,946,882.22158","1,375,114,088.01985","1,405,662,577.97303","1,293,653,473.22014","1,295,536,829.06554","1,324,424,463.41007","1,563,072,653.30951","1,833,445,283.01887","2,184,444,848.94895","3,040,718,540.58079","3,356,758,533.56708","3,790,240,830.66288","3,027,020,111.5163","3,671,380,305.41277","4,273,232,647.83585","4,199,051,817.05876"
Mauritius,,,,,,,,,,,,,,,,"706,988,627.655376","827,093,630.324692","1,019,634,978.35642","1,216,227,805.46355","1,136,544,231.36451","1,147,187,567.65208","1,082,934,402.19357","1,094,857,359.69514","1,044,926,097.46651","1,080,643,202.28309","1,469,050,658.08639","1,888,752,207.107","2,143,480,497.18502","2,191,101,651.23305","2,653,485,952.13319","2,856,889,162.09058","3,224,265,824.18732","3,263,363,787.82618","3,558,143,642.14256","4,040,342,059.56741","4,421,952,121.4867","4,187,375,887.65947","4,169,672,974.23128","4,291,171,395.71086","4,582,562,397.94313","4,536,544,699.05727","4,767,303,153.04439","5,609,836,353.56371","6,385,691,315.22535","6,283,796,155.23716","6,731,536,244.19443","7,792,063,566.51501","9,641,077,098.19803","8,834,661,042.93519","9,718,331,362.63822","11,250,559,552.9847","10,486,037,633.994"
Malawi,"174,580,139.768776","183,120,146.605902","190,820,152.770523","194,740,155.908875","229,460,183.705713","260,400,208.476282","269,812,781.79847","245,160,098.113071","265,800,106.373203","290,520,116.266151","365,389,567.21636","406,084,197.385471","444,302,221.260027","548,618,789.94423","613,196,872.560739","670,309,252.98248","806,265,763.845459","948,983,346.706692","1,058,297,637.16218","1,237,662,106.19397","1,237,686,924.81183","1,180,094,061.48178","1,223,225,049.97144","1,208,026,105.22578","1,131,349,973.61292","1,183,671,770.92928","1,183,071,377.49194","1,379,923,808.24718","1,590,201,669.18874","1,880,784,193.28064","2,203,536,041.0229","1,799,529,368.75373","2,070,647,130.01298","1,181,801,915.08979","1,397,454,123.06868","2,281,039,098.71225","2,663,238,981.09817","1,750,585,204.64653","1,775,920,039.08836","1,743,506,286.64581","1,716,502,069.29157","2,665,158,942.8967","2,424,656,666.0654","2,625,127,097.7198","2,754,995,876.60249","3,116,789,657.89251","3,647,817,218.57435","4,276,769,712.29181","5,030,639,934.35772","5,398,616,984.59149","5,621,000,677.89922","4,263,794,983.9006"
Malaysia,"2,422,724,545.02623","2,543,810,830.68455","2,708,474,919.40261","2,899,751,387.78472","3,187,851,274.02843","3,392,767,687.16149","3,515,850,936.49868","3,667,209,741.97392","4,050,763,016.35468","4,276,665,285.75357","4,514,334,715.05719","5,364,357,955.45827","8,150,688,760.48274","10,100,863,610.7616","9,890,359,225.08049","11,753,574,870.1705","13,975,278,668.2126","16,658,322,458.6295","21,602,645,098.2363","24,937,045,114.1549","25,463,038,428.6775","27,287,163,523.1103","30,682,563,370.1165","34,565,849,168.8384","31,772,244,236.5624","28,243,103,019.7412","32,181,695,658.7954","35,271,881,995.8247","38,848,565,930.1651","44,023,808,215.1766","49,133,851,511.5406","59,151,684,123.1795","66,894,448,089.1039","74,481,194,898.7163","88,832,454,351.7055","100,851,389,334.173","100,168,846,973.444","72,175,568,305.8018","79,148,158,887.9154","93,789,473,684.2105","92,783,947,368.4211","100,845,526,315.789","110,202,368,421.053","124,749,736,842.105","143,533,152,129.483","162,692,467,585.806","193,552,802,791.702","230,987,618,903.551","202,251,384,991.501","247,533,525,517.698","289,258,937,258.632","305,032,745,224.598"
