Country Name,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012
Dominican Republic,654100160,824099968,940799872,1025599872,888099968,983900032,1034800000,1079100032,1230499968,1485400064,1666400000,1987299968,2344699904,2925600000,3599300096,3951399936,4587100160,4774400000,5498800128,6631000064,7266999808,7964000256,8622000128,10330399744,"5,044,579,958.67131","6,122,128,260.08588","5,827,050,853.13562","5,374,300,248.49011","6,686,592,726.81388","7,073,674,721.59338","9,724,379,019.62036","11,277,694,536.9488",12976408000,"14,511,134,920.6349","16,358,496,124.031","18,131,813,000.6281","19,593,449,903.2551","21,171,235,997.8508","21,709,041,189.3244","23,996,656,675.8335","24,894,907,435.1447","26,570,402,718.796","21,268,012,747.2709","22,163,928,096.993","33,969,724,872.4638","35,965,041,793.3794","41,320,700,932.7124","45,796,188,394.2534","46,768,400,362.8292","51,748,279,416.0089","55,737,254,720.2693","59,047,202,157.8071"
Algeria,"2,434,766,866.27334","2,001,460,838.78378","2,703,004,009.92404","2,909,340,114.7226","3,136,284,385.14828","3,039,859,268.24911","3,370,870,461.13558","3,852,147,112.84503","4,257,253,358.44365","4,863,487,557.2335","5,077,222,330.06931","6,761,786,483.71017","8,715,106,128.63411","13,209,713,770.0892","15,557,934,472.8677","17,728,348,385.244","20,971,901,062.9845","26,364,491,674.6159","33,243,421,339.3774","42,345,276,287.5934","44,348,670,724.0831","45,207,090,667.8674","48,801,372,227.5528","53,698,280,322.5824","57,937,867,717.4636","63,696,299,985.0409","66,742,269,089.6987","59,089,065,516.8692","55,631,488,293.8976","62,045,098,370.0829","45,715,368,143.9784","48,003,297,248.8691","49,946,456,681.2384","42,542,573,602.1669","41,764,054,034.6543","46,941,496,308.2845","48,177,861,890.8881","48,187,780,126.1819","48,640,613,515.0702","54,790,058,957.3718","54,744,716,706.3542","56,760,288,961.5829","67,863,832,648.2897","85,324,997,369.5015","103,198,650,297.779","117,026,655,313.743","134,977,867,931.582","171,000,162,581.484","137,211,795,394.166","161,207,304,960.455","199,070,864,637.558","205,788,796,017.176"
East Asia & Pacific (developing only),"71,430,462,616.9365","64,649,109,817.5915","69,996,830,203.4424","80,476,607,148.4133","94,499,202,501.3176","103,395,773,015.886","100,271,691,341.338","101,271,304,567.967","113,718,458,666.27","126,742,101,244.811","136,024,377,255.67","154,224,945,594.892","194,560,629,528.656","220,068,688,295.012","247,289,694,203.001","251,467,085,196.752","290,919,628,206.71","282,664,459,793.636","327,839,349,141.223","379,721,816,607.205","406,404,954,166.257","423,591,589,252.371","443,587,483,850.002","479,698,873,087.357","524,513,523,299.544","520,891,081,053.307","514,143,111,007.23","574,843,416,331.54","622,718,479,485.585","668,349,051,211.221","728,285,145,817.703","814,356,651,265.459","878,239,934,260.294","1,058,744,508,412.06","1,308,316,927,655.4","1,502,801,749,961.94","1,557,595,093,050.65","1,423,577,061,017.95","1,563,684,578,670.69","1,723,331,027,476.91","1,834,800,286,207.77","2,028,376,388,454.26","2,291,329,269,709.6","2,657,120,503,491.92","3,071,986,458,870.19","3,693,409,076,726.33","4,663,846,413,843.65","5,895,919,127,378.94","6,361,285,653,433.08","7,628,872,739,282.86","9,293,696,379,833.94","10,329,684,161,087.2"
East Asia & Pacific (all income levels),"154,834,095,522.692","157,554,837,280.084","175,669,271,735.285","201,263,359,248.562","224,563,562,483.498","251,015,494,235.156","272,114,315,921.542","299,902,298,353.545","345,453,743,664.054","404,299,861,430.953","448,435,562,022.176","556,216,926,332.095","733,333,667,115.333","845,086,895,829.382","925,227,014,239.561","1,017,444,985,655.36","1,212,675,380,926.6","1,529,449,093,397.25","1,661,725,687,932.09","1,797,921,774,721.3","1,986,301,046,301.08","1,942,672,854,634.75","2,059,332,688,834.4","2,206,923,265,426.12","2,338,361,538,339.84","3,046,164,404,664.43","3,560,341,098,146.4","4,285,474,889,033.11","4,485,470,731,908.14","4,692,198,925,904.97","5,282,679,444,031.06","5,764,459,707,785.27","6,455,830,275,074.36","7,199,512,075,075.05","8,126,127,282,377.07","7,812,599,391,493.67","7,510,599,901,594.7","6,705,944,499,308.17","7,468,396,483,838.4","8,079,343,750,295.35","7,512,606,988,331.33","7,630,356,373,356.28","8,386,861,477,495.24","9,403,408,683,790.36","10,002,138,446,365.1",10606438006372,"11,870,900,280,893.1","13,701,778,731,459.2","14,096,676,032,746.5",16340490351951,"18,862,899,658,956.3","20,185,399,787,693.4"
Europe & Central Asia (developing only),,,,,,,,,,,,,,,,,,,,,,,,,,,"335,922,842,934.638","355,231,713,726.459","388,949,624,943.862","445,678,993,845.564","417,940,869,421.418","408,156,030,846.86","421,111,448,124.458","355,179,489,037.075","405,007,462,161.844","413,876,266,729.759","432,631,664,641.144","513,477,113,966.859","471,906,895,744.898","477,320,798,054.707","433,723,364,156.797","506,980,291,604.394","644,537,169,638.04","821,542,250,665.207","1,005,860,099,754.73","1,160,441,270,987.2","1,468,335,469,058.96","1,751,201,874,812.26","1,456,311,523,672.03","1,646,864,368,058.39","1,852,193,840,043.92","1,887,950,236,693.94"
Europe & Central Asia (all income levels),"470,417,139,366.958","514,299,415,770.783","567,124,397,821.177","628,045,522,088.131","683,432,297,447.961","742,473,394,447.409","798,836,755,828.534","833,146,313,783.361","914,806,979,125.386","997,896,586,536.268","1,124,556,685,702.27","1,348,193,398,319.13","1,712,398,841,954.7","1,936,581,744,297.23","2,267,182,098,898.12","2,358,204,502,103.57","2,672,535,317,687.89","3,257,287,472,868.96","3,979,848,849,593.53","4,503,737,243,214.48","4,006,573,700,080.52","3,862,159,009,470.1",3743995146719,"3,597,866,926,556.6","3,722,050,498,369.8","5,049,595,986,681.55","6,197,136,637,460.28","6,887,469,019,112.01","7,044,713,605,357.16","8,578,347,134,008.1","8,832,529,801,874.78","9,468,762,400,473.09","8,705,882,872,022.12","9,120,176,663,877.88","10,439,640,139,502.5","10,638,712,209,439.9","10,084,936,698,792.3","10,331,348,790,337.5","10,216,593,379,622.1","9,610,784,084,972.94","9,713,944,535,476.13","10,633,848,582,609.8",12969413734175,"15,123,291,592,267.9","16,108,955,756,440.4","17,438,714,276,917.3","20,393,504,316,993.5","22,403,491,458,114.4","19,675,981,648,316.8","20,094,714,343,235.8","22,245,452,803,216.7","21,394,001,022,965.3"
Ecuador,"979,108,815.580104","958,598,183.028212","1,038,389,646.3161","1,156,150,862.0479","2,387,048,255.45173","2,429,309,513.80854","2,553,596,091.82258","2,582,180,794.1855","3,112,166,848.3004","2,862,504,169.99893","2,754,220,263.02528","3,185,987,234.84089","3,891,755,551.94138","6,599,259,420.99605","7,731,677,256.80982","9,091,924,304.83477","11,026,346,589.5011","11,922,502,170.6405","14,175,166,007.5774","17,881,514,682.8784","21,810,767,209.3695","19,929,853,574.6095","17,152,483,214.3536","16,912,515,183.2783","17,149,094,589.9827","15,314,143,988.0621","13,945,431,882.2271","13,051,886,552.3377","13,890,828,707.6493","15,239,278,100.3502","16,988,184,456.1009","18,093,864,474.8747","18,938,326,276.0837","22,708,204,404.8635","22,834,985,178.4952","24,180,150,997.182","26,692,474,304.4826","26,214,331,101.7569","19,017,141,056.737","18,327,386,415.9524",24468324000,28548945000,32432859000,36591661000,41507085000,46802044000,51007777000,61762635000,62519686000,67513698000,76769729000,84039856000
"Egypt, Arab Rep.","4,334,054,779.49568","4,003,322,843.57581","4,160,465,775.86303","4,781,695,715.27468","5,111,620,994.68964","5,339,520,809.40076","5,579,168,494.04541","6,109,112,180.05879","6,861,743,624.86753","7,682,492,054.30836","8,266,003,518.43293","8,763,960,986.89004","9,616,725,510.84664","9,015,166,924.31046","11,437,965,433.0321","13,360,477,195.3619","14,636,028,524.497","14,849,909,082.9225","18,150,000,949.0927","22,912,499,711.7613","23,405,404,411.8766","25,592,366,135.4263","28,137,368,590.4939","30,642,873,685.5634","34,689,560,501.8409","35,880,262,453.4063","40,507,934,104.2712","35,044,633,281.4165","39,648,442,465.4081","43,130,415,154.4606","36,970,555,121.6287","41,855,483,504.0259","46,578,631,212.6125","51,897,983,715.5584","60,159,244,485.2081","67,629,717,779.7354","78,436,575,743.8573","84,828,807,269.5429","90,710,703,939.4609","99,838,540,997.3209","97,632,008,050.9425","87,850,680,572.7894","82,923,680,621.5433","78,845,185,709.4117","89,685,724,889.1628","107,484,034,648.245","130,477,817,194.412","162,818,181,818.182","188,984,088,127.295","218,887,812,549.851","236,000,735,704.439","262,831,912,586.538"
Euro area,"269,592,125,612.153","299,176,226,416.642","335,628,615,135.384","373,294,858,392.946","407,338,457,927.347","444,189,049,697.485","482,516,713,200.501","517,272,272,412.862","571,437,240,478.731","623,092,193,327.685","706,116,012,071.416","853,348,426,916.598","1,108,202,186,749.44","1,256,190,174,153.47","1,456,280,270,196.02","1,520,003,393,584.25","1,729,261,917,813.38","2,116,867,134,653.83","2,563,634,834,808.24","2,870,939,850,042.62","2,494,655,259,855.92","2,414,544,706,319.73","2,355,679,321,404.85","2,259,452,077,200.49","2,321,177,758,271.46","3,257,830,839,771.27","4,028,470,488,309.24","4,430,463,542,430.34","4,524,697,185,111.65","5,691,314,902,962.48","5,912,030,289,112.36","6,520,650,184,835.33","5,971,572,682,199.63","6,316,360,328,611.8","7,294,761,213,280.47","7,375,593,280,056.1","6,732,278,622,540.68","6,909,444,512,860.12","6,871,154,297,099.95","6,255,670,914,988.29","6,347,407,693,285.21","6,907,281,295,058.99","8,528,503,127,605.98","9,771,325,550,061.92","10,142,540,466,584.9","10,756,733,219,803.9","12,368,991,707,861.3","13,543,015,633,186.3","12,393,437,084,001.1","12,063,209,775,681.1",13089109067681,"12,192,343,850,981.6"
Eritrea,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"477,101,651.648376","467,876,293.706829","531,688,311.688312",578015625,"693,535,954.190067","686,494,476.137988","745,526,149.49945","688,921,325.712043","706,370,812.289102","752,368,494.461829","729,321,364.095048","870,247,701.706937","1,109,054,002.42096","1,098,425,899.89884","1,211,161,879.50862","1,317,974,493.40894","1,380,188,800.03147","1,856,695,550.46865","2,117,039,510.70194","2,607,739,837.39837","3,091,837,398.37398"
Spain,"13,834,300,571.4849","16,138,545,209.246","19,074,913,947.7196","21,343,844,643.7341","24,756,958,694.9238","28,721,062,242.1634","31,647,119,228.1982","31,475,548,481.4095","36,038,711,599.541","39,801,889,578.1583","45,264,830,483.5336","57,414,244,328.6024","76,354,550,595.1865","94,447,579,057.2002","111,442,044,920.594","115,063,799,205.256","128,600,785,318.527","155,933,248,345.573","208,366,409,665.547","226,003,471,828.902","196,915,036,531.134","190,301,806,354.184","165,983,970,531.241","167,102,230,763.629","175,540,268,385.169","244,018,605,238.979","309,486,288,839.286","365,230,566,611.466","402,705,736,186.545","520,968,164,831.634","560,395,839,590.352","612,583,910,504.616","509,818,861,674.92","515,146,428,405.234","596,750,733,920.47","622,428,740,312.623",572637500000,"600,838,623,454.728","617,879,821,010.015","580,345,494,748.48","608,856,375,838.926","686,295,878,035.008","883,839,729,119.639","1,044,612,070,303.53","1,130,798,885,738.45","1,236,352,163,544.47","1,441,426,534,070.22","1,593,420,002,197.24","1,454,336,570,613.31","1,375,815,789,473.68","1,453,231,944,444.44","1,322,964,772,435.07"
Estonia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"3,776,938,816.70534","4,727,884,886.92488","5,052,078,017.81486","5,593,921,751.88973","5,709,010,492.22246","5,675,174,661.87581","6,237,914,200.44743","7,318,186,726.89629","9,840,743,037.24605","12,025,943,709.9948","13,905,561,150.0771","16,798,495,347.749","21,993,658,963.8097","23,781,539,698.9783","19,406,626,721.3823","18,909,381,436.8421","22,522,780,937.5","22,390,242,608.6398"
Ethiopia,,,,,,,,,,,,,,,,,,,,,"7,269,140,974.34867","7,649,012,447.806","8,502,745,002.215","8,034,754,139.23968","9,408,755,194.7957","9,773,749,423.86116","10,447,188,525.3062","10,825,913,263.6389","11,389,270,973.5016","12,082,576,935.2691","13,361,446,739.1711","10,413,161,613.2595","8,763,557,094.07189","6,875,170,145.30772","7,605,674,115.75155","8,482,883,272.61889","8,890,826,692.79283","8,069,437,010.95367","7,827,068,144.67499","8,098,332,674.24419","8,087,434,751.60218","7,713,652,567.94733","8,473,013,232.57614","9,954,110,936.45253","12,184,372,696.7078","15,013,683,854.4699","18,991,907,676.2428","25,608,626,476.0357","28,194,270,371.1621","26,311,310,604.9888","29,946,934,090.4379","41,605,361,646.0594"
European Union,"399,009,872,599.011","435,888,284,784.592","480,189,879,548.752","532,161,172,072.442","579,529,887,193.998","628,226,517,452.129","675,074,745,763.404","701,669,405,047.323","770,759,931,484.593","845,642,195,070.134","955,889,926,363.398","1,145,057,954,719.55","1,453,974,448,637.35","1,635,529,122,346.71","1,910,784,994,457.62","1,980,378,334,292.21","2,242,686,317,298.38","2,744,483,284,024.58","3,347,119,832,877.92","3,817,371,000,915.23","3,375,694,232,628.65","3,250,455,029,549.6","3,148,422,673,510.11","3,022,437,738,442.7","3,122,348,270,530.69","4,254,327,036,761.65","5,225,371,694,059.06","5,818,246,392,268.99","5,943,889,333,847.05","7,333,434,841,051.15","7,596,836,103,719.07","8,269,721,126,490.62","7,543,628,649,387.9","8,030,658,724,772.13","9,237,252,509,950.08","9,427,403,467,791.17","8,888,265,170,525.45","9,198,450,221,543.3","9,190,466,744,212.17","8,523,852,162,797.44","8,625,481,689,192.87","9,407,825,134,298.11","11,470,725,498,590.2","13,245,724,898,125.5","13,851,075,352,639.1","14,771,472,082,686.4","17,080,539,537,555.7","18,376,644,615,670.7","16,410,415,500,886.8","16,252,108,894,597.1",17683537854090,16687289726401
Finland,"5,921,659,485.03284","6,340,580,854.39073","6,885,920,328.66187","7,766,655,085.78588","8,589,340,019.02985","9,208,524,504.87684","9,368,954,010.3132","8,823,033,880.32993","10,070,766,720.5011","11,222,537,751.1887","12,378,521,928.2996","14,567,968,586.8331","19,240,941,960.4844","24,553,503,031.5198","29,122,353,321.4805","31,470,995,537.775","33,101,667,404.4562","35,825,270,758.1227","43,936,803,541.4441","53,007,650,621.613","51,791,127,032.2403","52,177,130,874.5529","50,285,012,809.5645","52,118,124,258.0135","54,979,854,182.6554","72,319,962,467.7457","90,045,989,449.4792","107,182,658,137.882","116,795,067,202.439","138,883,532,887.576","125,300,691,074.842","110,171,223,785.506","87,346,726,345.3732","100,630,620,375.64","130,806,100,217.865","128,308,309,603.935","122,987,057,610.812","129,763,017,356.475","130,322,821,223.098","121,793,808,734.107","124,642,505,592.841","135,183,512,140.034","164,256,207,674.944","189,064,585,622.668","195,777,993,334.328","207,949,409,201.133","246,127,357,186.459","271,974,219,064.709","239,382,754,295.034","235,163,157,894.737","262,054,166,666.667","247,545,641,553.098"
Fiji,"116,993,977.848207","122,912,941.205436","129,461,581.515562","140,040,154.324227","147,084,750.031482","150,603,925.515853","162,625,885.863484","166,952,937.135005","182,182,067.703568","219,878,482.173564","247,749,327.721267","316,650,508.967523","425,963,354.318811","558,589,870.903674","684,268,314.880156","694,552,425.086332","719,533,150.207107","829,239,489.844119","1,019,743,927.24662","1,202,567,354.52323","1,235,899,836.18067","1,194,015,409.69541","1,123,107,240.90462","1,177,997,413.63384","1,141,210,124.82663","1,290,228,616.82408","1,177,908,191.97685","1,109,976,927.91722","1,182,686,577.22645","1,337,024,782.22702","1,383,843,860.1247","1,531,803,060.54558","1,635,426,125.30808","1,825,285,158.11762","1,970,347,720.96992","2,129,266,728.42585","2,093,994,597.21549","1,656,784,779.545","1,942,170,999.18765","1,684,109,743.49338","1,660,102,345.60309","1,842,691,481.09196","2,315,935,752.71653","2,727,507,212.92556","3,006,725,014.78415","3,103,099,942.22992","3,405,050,611.68726","3,629,936,625.46276","2,925,499,821.03595","3,225,095,136.31862","3,753,485,389.24827","3,907,563,304.51103"
France,"68,346,741,504.4257","76,313,782,251.6964","85,551,113,767.3727","94,906,593,388.3107","102,160,571,409.274","110,597,467,198.645","119,466,139,619.589","129,847,107,787.883","140,725,497,222.277","146,441,124,365.182","163,695,749,970.404","200,955,006,501.951","261,476,281,673.542","282,165,984,724.495","355,600,887,257.152","367,269,735,045.07","405,391,414,816.796","500,065,261,627.907","605,024,051,803.885","690,324,433,405.775","605,221,484,610.742","574,594,470,506.039","550,344,091,574.146","521,686,181,790.888","543,485,326,325.011","758,520,030,305.9","917,896,322,165.23","1,001,159,453,804.65","1,007,009,356,364.38","1,244,163,956,149.86","1,245,406,348,099.06","1,372,967,781,908.3","1,297,003,822,098.68","1,368,008,034,026.46","1,572,061,768,957.81","1,572,776,381,587.38","1,421,492,020,678.8","1,468,872,804,091.62","1,456,431,067,547.41","1,326,334,899,576.19","1,338,302,818,791.95","1,452,030,303,030.3","1,792,214,221,218.96","2,055,678,853,687.46","2,136,555,489,230.46","2,255,705,477,450.04","2,582,389,733,356.33","2,831,794,045,482.84","2,619,685,000,757.11","2,548,315,434,210.53",2779719500000,"2,612,878,387,760.35"
Faeroe Islands,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"1,105,688,872.97039","1,125,684,470.05533","1,062,339,943.83343","1,154,899,793.33878","1,268,445,919.41429","1,486,861,878.95624","1,683,997,930.26322","1,730,894,295.38595","1,970,135,198.76236","2,278,229,880.41222","2,412,859,692.82674","2,198,138,372.28824",,,
"Micronesia, Fed. Sts.",,,,,,,,,,,,,,,,,,,,,,,106500000,,,112210000,116700000,124700000,135200000,147200000,166200000,178100000,198400000,202500000,"222,103,587.136907","218,845,723.344236","206,900,332.301043","219,646,199.637279","220,660,503.948872","233,226,322.838293","240,051,900.024223","241,543,395.823377","244,990,983.604501","239,563,310.439243","249,845,592.623945","252,991,205.003248","255,890,836.379155","261,339,642.362797","277,510,922.800969","294,117,230.497109","310,287,519.271915","326,160,960.784002"
Gabon,"167,637,907.544815","182,796,536.614163","154,480,244.361122","215,679,855.207217","226,474,285.587109","245,849,781.7159","271,543,680.279285","294,468,564.534369","318,124,701.048949","323,802,475.480977","381,687,073.058558","430,508,357.723916","722,780,701.123251","1,544,216,003.9841","2,157,592,936.60712","3,009,409,970.90514","2,809,349,074.17738","2,389,479,269.18878","3,030,251,116.35999","4,279,637,933.85126","3,862,269,126.92642","3,618,007,844.44919","3,391,275,731.31834","3,561,451,562.23569","3,339,914,759.37269","3,403,638,193.57912","3,281,797,038.70584","3,834,503,378.28811","4,186,411,457.4569","5,952,293,765.84484","5,402,919,788.23153","5,592,390,832.66829","4,378,645,081.01769","4,190,819,346.82143","4,958,845,649.02823","5,694,039,999.86528","5,326,817,111.31062","4,483,417,313.11823","4,662,991,794.05396","5,067,865,502.79988","4,712,849,279.64923","4,931,503,836.34766","6,054,883,172.03912","7,178,135,606.41428","8,665,736,617.5506","9,545,982,814.08494","11,570,860,872.2274","15,685,389,826.8882","12,031,268,402.3877","14,507,032,805.9824","18,759,558,560.4601","18,377,083,881.0055"
United Kingdom,"76,694,360,635.9159","80,601,939,635.2483","85,443,766,670.4279","93,387,598,813.9269","100,595,782,309.165","107,090,721,447.057","111,185,383,409.521","104,702,736,248.084","112,676,874,821.987","124,795,414,233.403","141,173,077,753.817","162,199,828,773.059","183,042,760,577.565","197,728,221,109.711","236,425,105,833.394","227,154,794,942.501","256,549,448,457.881","325,122,723,735.856","422,476,906,755.023","541,910,295,142.924","515,030,144,694.534","490,957,372,466.806","465,676,822,798.242","438,830,806,065.443","464,268,480,492.813","570,432,424,508.942","700,547,475,077.627","851,138,384,916.4","859,414,267,015.707","1,019,307,528,409.09","1,066,458,553,791.89","1,106,226,746,226.75","996,807,138,572.286","1,080,029,078,665.44","1,180,684,866,656.15","1,241,831,513,260.53","1,384,119,187,950.23","1,477,759,191,785.36","1,518,173,434,719.3","1,493,628,385,534.88","1,485,147,545,703.18","1,620,900,779,376.5","1,875,141,224,489.8","2,220,820,974,770.22","2,321,359,350,397.64","2,483,008,793,218.61","2,857,080,828,857.96","2,687,796,663,762.07","2,208,002,878,867.89","2,285,561,538,461.54","2,478,930,645,161.29","2,471,783,570,300.16"
Georgia,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"7,737,994,864.02542","6,337,314,651.84142","3,691,110,627.67643","2,701,180,603.9004","2,513,870,708.80177","2,693,731,879.97194","3,094,915,506.09548","3,510,540,843.58306","3,613,500,141.70833","2,800,024,342.13492","3,057,453,460.84975","3,219,487,823.04872","3,395,778,661.40362","3,991,374,539.82055","5,125,273,877.24618","6,411,147,323.20169","7,761,900,179.11307","10,172,260,738.4907","12,799,337,249.9695","10,766,836,276.5639","11,638,236,642.8476","14,434,619,972.4072","15,747,288,816.1881"
Ghana,"1,302,394,179.86767","1,382,515,654.47343","1,541,077,733.58831","1,731,576,344.53906","2,054,023,258.07481","2,126,860,962.26186","1,747,536,190.25115","1,667,105,561.89988","1,961,756,426.6515","2,215,322,843.09093","2,417,591,968.3039","2,112,593,380.20717","2,465,633,787.19261","2,894,472,083.59892","2,810,106,287.97853","2,765,339,024.61678",3189542912,"3,662,495,574.5451","4,020,227,803.51564","4,445,228,030.89752","4,222,441,903.86816","4,035,994,541.74035","4,057,275,046.641","4,412,279,889.40837","4,504,342,092.48212","5,727,602,711.11698","5,074,830,092.19048","5,197,840,963.82482","5,251,764,395.61533","5,889,175,898.42089","6,603,131,295.90789","6,416,079,582.97042","5,968,905,678.89099","5,446,370,114.57708","6,464,389,656.21299","6,932,984,635.632","6,891,433,840.90915","7,482,072,380.2381","7,718,110,780.94815","4,982,849,054.0291","5,314,871,683.5223","6,166,197,191.76694","7,632,720,680.28119","8,881,419,348.21594","10,731,883,141.4457","20,410,239,313.1135","24,757,608,488.0145","28,528,016,511.3477","25,978,563,316.2976","32,174,210,792.9631","39,564,970,069.7821","40,710,781,538.5757"
Guinea,,,,,,,,,,,,,,,,,,,,,,,,,,"1,922,600,899.3841","2,041,538,057.02893","2,384,295,763.72549","2,432,029,380.43694","2,666,616,176.91609","3,014,890,569.04099","3,284,625,277.16186","3,279,063,317.63475","3,383,218,922.79336","3,693,753,379.05992","3,869,032,270.91633","3,783,788,551.0819","3,588,375,984.48374","3,461,282,189.69643","2,995,360,969.17427","2,833,442,750.41891","2,949,637,039.06356","3,446,442,218.89829","3,666,349,049.40435","2,937,072,009.03751","2,821,346,683.52022","4,134,173,271.02524","4,515,824,643.35277","4,609,923,720.1802","4,735,956,475.83803","5,067,360,041.10885","5,631,621,297.8898"
"Gambia, The",,,,,,"44,212,088.4188291","46,695,008.7660868","41,160,065.8347022","45,168,072.2454283","52,296,083.64654","55,728,655.7957709","59,160,575.5095456","75,187,768.3495329","95,796,033.6554112","115,179,737.736179","112,190,820.848824","138,093,125.466319","171,833,061.578461","207,112,675.121073","241,083,133.647048","218,767,700.351967","216,050,529.57369","213,448,602.104997","177,340,913.050244","225,726,357.900302","185,646,984.458794","220,626,480.938017","266,672,204.865496","284,120,333.229745","317,083,688.707553","690,311,096.950762","714,254,262.54118","755,040,938.533418","746,493,959.183027","785,999,882.137038","848,239,400.872024","803,633,366.348017","840,285,268.884248","814,724,059.790335","782,913,866.095892","687,410,628.644624","578,235,309.763014","487,038,678.244965","578,785,600.648136","624,173,996.312708","655,068,112.286777","798,869,805.089884","965,771,303.038565","900,629,372.999551","951,805,801.354012","898,282,865.871322","917,292,053.029626"
Guinea-Bissau,,,,,,,,,,"78,733,538.8063883",78540000,"87,702,857.1428572","89,374,185.136897","98,775,303.6437247","108,985,752.23376","112,386,559.139785","114,971,282.179455","122,666,792.285524","118,537,824.773414","110,653,830.726033","154,731,919.81352","165,523,638.932238","163,577,519.318569","138,478,894.557033","143,856,252.4","130,225,023.348513","173,836,364.371431","164,458,118.151344","213,143,017.493074","243,961,995.006383","257,150,572.503922","226,313,492.829625","236,880,814.072475","235,619,994.841819","253,966,919.797759","270,419,779.429482","268,551,010.939623","206,457,553.398034","224,446,652.141584","361,858,968.13199","384,270,399.55365","406,669,723.434693","465,414,407.988807","522,651,787.703763","572,853,553.530448","578,517,348.941903","690,721,769.225811","842,890,956.086099","832,530,156.75007","835,390,892.988319","967,762,548.677982","822,321,032.405318"
Equatorial Guinea,,"9,122,751.67862188","10,840,095.2882258","12,712,471.2856884","64,748,333.3333333",69110000,"72,317,446.9327193","67,514,285.7142857","67,225,714.2857143","66,331,428.5714286","64,946,954.756798","65,429,198.238708","81,203,226.9138345","94,159,862.7073691","104,295,643.388437","103,653,049.93797","103,987,520.075827",,,,,,,,"79,590,807.287949","98,848,733.1731177","119,714,630.311514","127,202,886.825489","112,007,296.362558","132,134,191.599749","130,596,844.307702","154,183,095.933153","152,128,983.984505","125,744,103.950107","163,980,573.978721","259,073,825.513276","497,742,517.272054","455,799,968.051982","872,016,821.395879","1,242,848,857.35322","1,736,116,148.88788","2,146,760,313.95481","2,952,359,369.91398","5,240,842,261.15571","8,217,368,425.2764","7,765,111,493.54484","10,304,490,483.0189","15,471,010,922.6482","10,356,293,894.4756","12,261,420,852.3549","16,806,886,027.9694","17,697,394,251.2135"
Greece,"5,016,048,786.22753","5,327,573,509.09843","5,949,478,034.88751","6,680,298,250.57961","7,600,579,093.1158","8,455,611,129.27936","9,136,711,287.82434","9,915,140,546.35072","11,266,091,570.5718","12,529,700,163.0761","13,914,172,675.2682","16,101,411,777.7609","21,310,100,429.669","24,174,092,498.9503","27,201,244,886.1195","29,706,226,949.7865","34,496,353,619.7317","42,214,471,899.063","51,951,955,860.7464","54,190,721,017.8675","49,915,745,054.8402","52,081,750,118.5903","47,133,593,425.5178","45,790,167,009.711","45,600,241,862.8112","53,761,550,993.3316","62,604,100,106.9998","72,720,009,814.3968","75,492,750,064.5848","93,345,420,404.0028","100,260,801,399.537","110,827,664,281.758","103,756,401,538.347","111,187,280,893.808","130,522,282,543.406",138028597015,"134,653,112,718.304","135,274,145,128.784","133,187,471,440.326","124,418,164,455.203","129,841,697,351.145","146,050,256,230.414","192,850,219,244.135","227,950,420,085.709","240,075,690,332.289","261,713,232,775.632","305,431,771,154.799","341,593,975,533.013","321,016,154,721.238","292,304,602,598.684","289,627,362,870.833","249,098,684,277.449"
Grenada,,,,,,,,,,,,,,,,,"53,322,221.2805178","67,548,146.9552048","78,314,813.4317253","83,614,813.3381239","87,888,887.3367152","95,229,627.9478137","101,211,115.249584","110,100,003.98149","128,211,102.920895","144,011,114.493709","167,229,626.676248","184,533,330.074357","213,066,662.903774","221,070,360.540201","241,570,366.104084","250,914,816.309425","250,259,242.98767","261,777,773.154616","276,296,291.416728","294,651,846.648113","304,940,747.207145","340,814,808.795808","379,629,397.739948","523,256,354.907108","523,279,846.425211","544,381,961.645127","596,339,088.690494","600,014,340.551513","700,431,791.333632","704,762,535.923815","763,824,454.880744","832,339,701.300351","775,507,460.748489","783,602,099.124051","816,054,406.662033","766,510,727.203673"
Greenland,,,,,,,,,,"69,520,029.2730826","88,570,999.351486","106,101,302.474152","140,153,753.721821","169,918,944.063056","211,192,463.686328","240,779,415.675002","282,269,773.042773","355,987,428.402836","420,645,794.968404","476,051,769.013942","435,749,013.870185","402,403,057.151259","416,184,086.23097","379,371,913.715958","412,876,395.826869","603,016,317.536303","787,390,447.323345","898,607,670.624413","929,799,902.191124","1,018,977,225.44427","1,016,500,016.28505","1,037,916,105.23293","927,214,127.934317","1,005,887,592.03539","1,208,953,358.99709","1,197,515,637.92052","1,072,154,406.78905","1,149,858,126.95747","1,131,555,107.04907","1,068,024,993.98697","1,086,170,638.72901","1,169,136,691.35372","1,426,452,030.10471","1,644,951,892.18151","1,702,543,476.55709","1,738,432,116.43728","2,121,759,848.4242","1,739,579,593.56673","1,267,711,816.12426",,,
